Question,Answer,Source
einfach vergiessen,smalltalk.confirmation.cancel,Editorial.SmallTalk
vergiessen dat,smalltalk.confirmation.cancel,Editorial.SmallTalk
entwerfen,smalltalk.confirmation.cancel,Editorial.SmallTalk
vergiessen dëst,smalltalk.confirmation.cancel,Editorial.SmallTalk
vergiessen et just,smalltalk.confirmation.cancel,Editorial.SmallTalk
vergiessen doriwwer,smalltalk.confirmation.cancel,Editorial.SmallTalk
ech sot annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
einfach annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
näischt annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
stoppen et einfach,smalltalk.confirmation.cancel,Editorial.SmallTalk
nee annuléieren annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
nee just annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuléieren meng Demande,smalltalk.confirmation.cancel,Editorial.SmallTalk
kënnt Dir dat annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
all dat annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
dës Ufro annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
nee annuléieren dëst,smalltalk.confirmation.cancel,Editorial.SmallTalk
nee alles annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
kee stoppen,smalltalk.confirmation.cancel,Editorial.SmallTalk
just vergiessen,smalltalk.confirmation.cancel,Editorial.SmallTalk
ech wëll annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
"egal, vergiessen et",smalltalk.confirmation.cancel,Editorial.SmallTalk
nee just annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
näischt vergiessen et just,smalltalk.confirmation.cancel,Editorial.SmallTalk
Ech sot et annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
déi ganz Saach annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
kënnt Dir et annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
also annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
Ech hu gesot vergiess et,smalltalk.confirmation.cancel,Editorial.SmallTalk
all dëst annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
vergiess et egal,smalltalk.confirmation.cancel,Editorial.SmallTalk
stoppen et,smalltalk.confirmation.cancel,Editorial.SmallTalk
Ech wëll et annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
ech géif gären annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
elo annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
elo annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
entschëllegt annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
deen annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
iwwersprangen iwwersprangen,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuléieren et annuléieren et,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuléieren dat annuléieren dat,smalltalk.confirmation.cancel,Editorial.SmallTalk
näischt maachen,smalltalk.confirmation.cancel,Editorial.SmallTalk
Ech sot annuléieren annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
mee kënnt Dir et annuléieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
wéi wär et mat Nee,smalltalk.confirmation.no,Editorial.SmallTalk
hu kee Sënn,smalltalk.confirmation.no,Editorial.SmallTalk
Nee,smalltalk.confirmation.no,Editorial.SmallTalk
net,smalltalk.confirmation.no,Editorial.SmallTalk
Ech wëll dat net,smalltalk.confirmation.no,Editorial.SmallTalk
Ech stëmmen net zou,smalltalk.confirmation.no,Editorial.SmallTalk
net averstanen,smalltalk.confirmation.no,Editorial.SmallTalk
Ech well net,smalltalk.confirmation.no,Editorial.SmallTalk
net interesseiert,smalltalk.confirmation.no,Editorial.SmallTalk
Ech mengen net,smalltalk.confirmation.no,Editorial.SmallTalk
nimools,smalltalk.confirmation.no,Editorial.SmallTalk
nee et ass net,smalltalk.confirmation.no,Editorial.SmallTalk
nee hun ech net,smalltalk.confirmation.no,Editorial.SmallTalk
ech sin net,smalltalk.confirmation.no,Editorial.SmallTalk
na,smalltalk.confirmation.no,Editorial.SmallTalk
nee dat ass gutt merci,smalltalk.confirmation.no,Editorial.SmallTalk
ni,smalltalk.confirmation.no,Editorial.SmallTalk
Ech sot nee,smalltalk.confirmation.no,Editorial.SmallTalk
natierlech net,smalltalk.confirmation.no,Editorial.SmallTalk
nah,smalltalk.confirmation.no,Editorial.SmallTalk
keng Panzer,smalltalk.confirmation.no,Editorial.SmallTalk
Nee niemols,smalltalk.confirmation.no,Editorial.SmallTalk
net néideg,smalltalk.confirmation.no,Editorial.SmallTalk
Nee Merci,smalltalk.confirmation.no,Editorial.SmallTalk
nee sorry,smalltalk.confirmation.no,Editorial.SmallTalk
net maachen,smalltalk.confirmation.no,Editorial.SmallTalk
nët haut,smalltalk.confirmation.no,Editorial.SmallTalk
nee et ass net,smalltalk.confirmation.no,Editorial.SmallTalk
absolut net,smalltalk.confirmation.no,Editorial.SmallTalk
net dat,smalltalk.confirmation.no,Editorial.SmallTalk
noo,smalltalk.confirmation.no,Editorial.SmallTalk
nee,smalltalk.confirmation.no,Editorial.SmallTalk
Ech wëll net,smalltalk.confirmation.no,Editorial.SmallTalk
nee ech géif net,smalltalk.confirmation.no,Editorial.SmallTalk
loosst eis net,smalltalk.confirmation.no,Editorial.SmallTalk
net néideg,smalltalk.confirmation.no,Editorial.SmallTalk
net dës Kéier,smalltalk.confirmation.no,Editorial.SmallTalk
nee maach dat net,smalltalk.confirmation.no,Editorial.SmallTalk
merci awer nee merci,smalltalk.confirmation.no,Editorial.SmallTalk
nee dat ass falsch,smalltalk.confirmation.no,Editorial.SmallTalk
net dëst,smalltalk.confirmation.no,Editorial.SmallTalk
definitiv net,smalltalk.confirmation.no,Editorial.SmallTalk
net zu dëser Zäit,smalltalk.confirmation.no,Editorial.SmallTalk
net genee,smalltalk.confirmation.no,Editorial.SmallTalk
nee net,smalltalk.confirmation.no,Editorial.SmallTalk
net wierklech nee,smalltalk.confirmation.no,Editorial.SmallTalk
nee merci net grad elo,smalltalk.confirmation.no,Editorial.SmallTalk
eigentlech nee,smalltalk.confirmation.no,Editorial.SmallTalk
nee loosst et,smalltalk.confirmation.no,Editorial.SmallTalk
sorry nee,smalltalk.confirmation.no,Editorial.SmallTalk
nee falsch,smalltalk.confirmation.no,Editorial.SmallTalk
nee sorry,smalltalk.confirmation.no,Editorial.SmallTalk
Ech soen nee,smalltalk.confirmation.no,Editorial.SmallTalk
net wierklech,smalltalk.confirmation.no,Editorial.SmallTalk
net grad elo merci,smalltalk.confirmation.no,Editorial.SmallTalk
Ech mengen nee,smalltalk.confirmation.no,Editorial.SmallTalk
absolut nee,smalltalk.confirmation.no,Editorial.SmallTalk
nee eigentlech,smalltalk.confirmation.no,Editorial.SmallTalk
anscheinend net,smalltalk.confirmation.no,Editorial.SmallTalk
nee net,smalltalk.confirmation.no,Editorial.SmallTalk
nee just nee,smalltalk.confirmation.no,Editorial.SmallTalk
nee mee merci,smalltalk.confirmation.no,Editorial.SmallTalk
net néideg merci,smalltalk.confirmation.no,Editorial.SmallTalk
nee merci awer,smalltalk.confirmation.no,Editorial.SmallTalk
nee villmols merci,smalltalk.confirmation.no,Editorial.SmallTalk
nee merci net grad elo,smalltalk.confirmation.no,Editorial.SmallTalk
nee vergiessen,smalltalk.confirmation.no,Editorial.SmallTalk
wait eng zweet,smalltalk.dialog.hold_on,Editorial.SmallTalk
kënnt Dir waarden,smalltalk.dialog.hold_on,Editorial.SmallTalk
wait weg,smalltalk.dialog.hold_on,Editorial.SmallTalk
waart,smalltalk.dialog.hold_on,Editorial.SmallTalk
wait,smalltalk.dialog.hold_on,Editorial.SmallTalk
oh waart,smalltalk.dialog.hold_on,Editorial.SmallTalk
wait halen op,smalltalk.dialog.hold_on,Editorial.SmallTalk
net presséiert,smalltalk.dialog.hold_on,Editorial.SmallTalk
wëll kräischen,smalltalk.dialog.hug,Editorial.SmallTalk
knuff dech,smalltalk.dialog.hug,Editorial.SmallTalk
wëlls du en ëmklammen,smalltalk.dialog.hug,Editorial.SmallTalk
kann ech dech ëmklammen,smalltalk.dialog.hug,Editorial.SmallTalk
Kënnt Dir mir en ëmklammen,smalltalk.dialog.hug,Editorial.SmallTalk
Ech wëll en ëmklammen,smalltalk.dialog.hug,Editorial.SmallTalk
umarm,smalltalk.dialog.hug,Editorial.SmallTalk
ëmaarm mech,smalltalk.dialog.hug,Editorial.SmallTalk
gekëmmert,smalltalk.dialog.hug,Editorial.SmallTalk
du hues geknackt,smalltalk.dialog.hug,Editorial.SmallTalk
ëmklammen,smalltalk.dialog.hug,Editorial.SmallTalk
knackt mech,smalltalk.dialog.hug,Editorial.SmallTalk
huet mech geknackt,smalltalk.dialog.hug,Editorial.SmallTalk
wëll en kram,smalltalk.dialog.hug,Editorial.SmallTalk
eng Emarmung,smalltalk.dialog.hug,Editorial.SmallTalk
Et ass mir egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
Ech soll net iwwer dëst egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
Wat och ëmmer,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
mir egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
Et ass mir egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
net egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
egal egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
egal egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
guer net egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
Entschëlleg mech,smalltalk.dialog.sorry,Editorial.SmallTalk
entschëllegen,smalltalk.dialog.sorry,Editorial.SmallTalk
ech entschëllege mech,smalltalk.dialog.sorry,Editorial.SmallTalk
Entschëllegt,smalltalk.dialog.sorry,Editorial.SmallTalk
Et deet mir leed,smalltalk.dialog.sorry,Editorial.SmallTalk
et deet mir esou leed,smalltalk.dialog.sorry,Editorial.SmallTalk
meng Excusen,smalltalk.dialog.sorry,Editorial.SmallTalk
entschëllegt,smalltalk.dialog.sorry,Editorial.SmallTalk
entschëllegt mech,smalltalk.dialog.sorry,Editorial.SmallTalk
Entschëllegung,smalltalk.dialog.sorry,Editorial.SmallTalk
entschëllegt,smalltalk.dialog.sorry,Editorial.SmallTalk
ech bieden dech ëm Verzeiung,smalltalk.dialog.sorry,Editorial.SmallTalk
pardon,smalltalk.dialog.sorry,Editorial.SmallTalk
Ech sot sorry,smalltalk.dialog.sorry,Editorial.SmallTalk
Et deet mir wierklech leed,smalltalk.dialog.sorry,Editorial.SmallTalk
vergëff mer,smalltalk.dialog.sorry,Editorial.SmallTalk
sorry doriwwer,smalltalk.dialog.sorry,Editorial.SmallTalk
entschëllegt iwwer dëst,smalltalk.dialog.sorry,Editorial.SmallTalk
wierklech sorry,smalltalk.dialog.sorry,Editorial.SmallTalk
ganz sorry,smalltalk.dialog.sorry,Editorial.SmallTalk
ok sorry,smalltalk.dialog.sorry,Editorial.SmallTalk
Ech wëll sorry soen,smalltalk.dialog.sorry,Editorial.SmallTalk
ok et deet mir leed,smalltalk.dialog.sorry,Editorial.SmallTalk
okay et deet mir leed,smalltalk.dialog.sorry,Editorial.SmallTalk
wat mengs du genee,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
wat mengs du,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
ass dat wat Dir mengt,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
wat mengs du genee,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
mee wat mengs du,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
dat war falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
dat hunn ech net gefrot,smalltalk.dialog.wrong,Editorial.SmallTalk
dat ass falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
et ass net richteg,smalltalk.dialog.wrong,Editorial.SmallTalk
dat stëmmt net,smalltalk.dialog.wrong,Editorial.SmallTalk
et ass falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
dat ass falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
net richteg,smalltalk.dialog.wrong,Editorial.SmallTalk
du bass falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
net richteg,smalltalk.dialog.wrong,Editorial.SmallTalk
ehc,smalltalk.emotions.ha_ha,Editorial.SmallTalk
lol,smalltalk.emotions.ha_ha,Editorial.SmallTalk
xd,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ha ha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ahahah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
aah lol,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haart laachen,smalltalk.emotions.ha_ha,Editorial.SmallTalk
LMAO,smalltalk.emotions.ha_ha,Editorial.SmallTalk
dat ass witzeg,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ah ah ah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
aah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ahahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ha ha ha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ha ha ha ha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha witzeg,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha haha haha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha dat ass witzeg,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha ganz witzeg,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha witzeg,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha ganz witzeg,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hien,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hehe,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hehehe,smalltalk.emotions.ha_ha,Editorial.SmallTalk
lmao,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Wow,smalltalk.emotions.wow,Editorial.SmallTalk
wow wow,smalltalk.emotions.wow,Editorial.SmallTalk
wow wow wow,smalltalk.emotions.wow,Editorial.SmallTalk
woow,smalltalk.emotions.wow,Editorial.SmallTalk
woah,smalltalk.emotions.wow,Editorial.SmallTalk
ok bis spéit,smalltalk.greetings.bye,Editorial.SmallTalk
hoffen dech méi spéit ze gesinn,smalltalk.greetings.bye,Editorial.SmallTalk
bis gläich,smalltalk.greetings.bye,Editorial.SmallTalk
bis nächste Kéier,smalltalk.greetings.bye,Editorial.SmallTalk
Ech muss goen,smalltalk.greetings.bye,Editorial.SmallTalk
Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
bis geschwënn,smalltalk.greetings.bye,Editorial.SmallTalk
bis geschwënn,smalltalk.greetings.bye,Editorial.SmallTalk
Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
Äddi bis gesinn,smalltalk.greetings.bye,Editorial.SmallTalk
Äddi bis geschwënn,smalltalk.greetings.bye,Editorial.SmallTalk
adieu pass op,smalltalk.greetings.bye,Editorial.SmallTalk
Ech sot Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
egal Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
elo adieu,smalltalk.greetings.bye,Editorial.SmallTalk
dat ass alles Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
dat ass et Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
Looss mech eleng,smalltalk.greetings.bye,Editorial.SmallTalk
an d'Bett goen,smalltalk.greetings.bye,Editorial.SmallTalk
Äddi fir elo,smalltalk.greetings.bye,Editorial.SmallTalk
schwätzt méi spéit mat Iech,smalltalk.greetings.bye,Editorial.SmallTalk
du kanns elo goen,smalltalk.greetings.bye,Editorial.SmallTalk
verluer goen,smalltalk.greetings.bye,Editorial.SmallTalk
Äddi bis spéider,smalltalk.greetings.bye,Editorial.SmallTalk
ok bye,smalltalk.greetings.bye,Editorial.SmallTalk
gesinn dech,smalltalk.greetings.bye,Editorial.SmallTalk
merci Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
ok bye,smalltalk.greetings.bye,Editorial.SmallTalk
ok merci Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
bis muer,smalltalk.greetings.bye,Editorial.SmallTalk
ok Äddi,smalltalk.greetings.bye,Editorial.SmallTalk
Gudden Owend,smalltalk.greetings.goodevening,Editorial.SmallTalk
gudden Owend fir Iech,smalltalk.greetings.goodevening,Editorial.SmallTalk
hey gudden Owend,smalltalk.greetings.goodevening,Editorial.SmallTalk
moien gudden Owend,smalltalk.greetings.goodevening,Editorial.SmallTalk
Owend,smalltalk.greetings.goodevening,Editorial.SmallTalk
gudden Owend do,smalltalk.greetings.goodevening,Editorial.SmallTalk
Gudde Moien,smalltalk.greetings.goodmorning,Editorial.SmallTalk
gudde Moien Iech,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Moien gudde Moien,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Iech e schéine Moien,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Iech e schéine Moien,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Moien,smalltalk.greetings.goodmorning,Editorial.SmallTalk
gudde Moien do,smalltalk.greetings.goodmorning,Editorial.SmallTalk
top vun de Moien un Iech,smalltalk.greetings.goodmorning,Editorial.SmallTalk
e gudde Moien,smalltalk.greetings.goodmorning,Editorial.SmallTalk
moien moien,smalltalk.greetings.goodmorning,Editorial.SmallTalk
an e gudde Moien fir Iech,smalltalk.greetings.goodmorning,Editorial.SmallTalk
gudde Moien och,smalltalk.greetings.goodmorning,Editorial.SmallTalk
séiss Dreem,smalltalk.greetings.goodnight,Editorial.SmallTalk
Gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
Gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
gutt Nuecht fir Iech,smalltalk.greetings.goodnight,Editorial.SmallTalk
merci gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
  Äddi gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
gutt Nuecht Äddi,smalltalk.greetings.goodnight,Editorial.SmallTalk
Äddi gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
gutt gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
gutt Nuecht fir elo,smalltalk.greetings.goodnight,Editorial.SmallTalk
Gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
merci gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
gutt Nuecht bis muer,smalltalk.greetings.goodnight,Editorial.SmallTalk
gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
gutt Owend,smalltalk.greetings.goodnight,Editorial.SmallTalk
ok eng gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
Gutt Nuecht,smalltalk.greetings.goodnight,Editorial.SmallTalk
Laang net gesinn,smalltalk.greetings.hello,Editorial.SmallTalk
Hallo,smalltalk.greetings.hello,Editorial.SmallTalk
Salut,smalltalk.greetings.hello,Editorial.SmallTalk
moien,smalltalk.greetings.hello,Editorial.SmallTalk
Moien,smalltalk.greetings.hello,Editorial.SmallTalk
hei,smalltalk.greetings.hello,Editorial.SmallTalk
Gréiss,smalltalk.greetings.hello,Editorial.SmallTalk
Ech begréissen dech,smalltalk.greetings.hello,Editorial.SmallTalk
Moien alleguer,smalltalk.greetings.hello,Editorial.SmallTalk
Moien,smalltalk.greetings.hello,Editorial.SmallTalk
schéinen Dag ass et net,smalltalk.greetings.hello,Editorial.SmallTalk
Moien erëm,smalltalk.greetings.hello,Editorial.SmallTalk
wäert just Salut soen,smalltalk.greetings.hello,Editorial.SmallTalk
e gudden Dag,smalltalk.greetings.hello,Editorial.SmallTalk
Mëtteg,smalltalk.greetings.hello,Editorial.SmallTalk
moien moien,smalltalk.greetings.hello,Editorial.SmallTalk
hei,smalltalk.greetings.hello,Editorial.SmallTalk
wéi ass Äre Moien bis elo,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi geet et dir weider,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi ass Ären Dag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wéi geet et,smalltalk.greetings.how_are_you,Editorial.SmallTalk
ass alles gutt,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi geet et,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi geet et mat de Saachen,smalltalk.greetings.how_are_you,Editorial.SmallTalk
bass du gutt,smalltalk.greetings.how_are_you,Editorial.SmallTalk
bass du ok,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi fillt Dir Iech,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi geet et dir,smalltalk.greetings.how_are_you,Editorial.SmallTalk
ass alles an der Rei,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi geet et dir haut,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi geet et dir?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wei fills du dech,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi ass et der gaang,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wéi ass et,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi geet et,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wei war dain Daag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wéi geet et haut,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi ass Ären Owend,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi war däin Dag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
hues du e gudden dag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
hoffen Ären Dag geet gutt,smalltalk.greetings.how_are_you,Editorial.SmallTalk
hoffen dir hudd een flotten Owend,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi geet et,smalltalk.greetings.how_are_you,Editorial.SmallTalk
"Mir geet et gutt, an dir",smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi ass däi Liewen,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi war Ären Dag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi geet et Äre Moien,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi ass Ären Dag verlaf,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi ass et mat dir,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi ass Ären Dag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi ass Ären Dag weider,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi Ären Dag leeft,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi war Ären Dag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wat iwwer Ären Dag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi ass Ären Dag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wéi geet et dir de Moien,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wéi geet et haut,smalltalk.greetings.how_are_you,Editorial.SmallTalk
et freet mech,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
et war flott dech ze treffen,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
et war ganz schéin dech ze begéinen,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
gutt géigesäiteg ze kennen,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
schéin dech kennen ze léieren,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
flott dech ze treffen,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
et freet mech och,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
Et freet mech dech kennenzeléieren,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
Freed Iech ze treffen,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
Freed Iech och ze begéinen,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
et ass schéin dech ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
schéin dech ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Ech si frou dech ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
super dech ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
et ass gutt dech ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
frou dech ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
wéi gutt et ass dech ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
ëmmer eng Freed dech ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Schéin dech ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
schéin dech ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
super dech erëm ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
super dech och ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Ech si frou dech erëm ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
schéin dech erëm ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
frou dech och ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
gutt dech erëm ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
et ass gutt dech och ze gesinn,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
et war sou flott mat dir ze schwätzen,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
et war eng Freed mat Iech ze schwätzen,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
flott mat dir ze schwätzen,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
et ass flott mat dir ze schwätzen,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
flott mat dir ze schwätzen,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
et ass schéin mat dir ze schwätzen,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
wéi flott et ass mat dir ze schwätzen,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
wat am Kapp ass,smalltalk.greetings.whatsup,Editorial.SmallTalk
Wat ass geschitt,smalltalk.greetings.whatsup,Editorial.SmallTalk
wat leeft,smalltalk.greetings.whatsup,Editorial.SmallTalk
wat ass lass,smalltalk.greetings.whatsup,Editorial.SmallTalk
wupp,smalltalk.greetings.whatsup,Editorial.SmallTalk
gutt wat ass,smalltalk.greetings.whatsup,Editorial.SmallTalk
Ech hu gesot wat geschitt,smalltalk.greetings.whatsup,Editorial.SmallTalk
wat ass dann,smalltalk.greetings.whatsup,Editorial.SmallTalk
wat rëselt,smalltalk.greetings.whatsup,Editorial.SmallTalk
wassup,smalltalk.greetings.whatsup,Editorial.SmallTalk
Wat ass lass,smalltalk.greetings.whatsup,Editorial.SmallTalk
