Question	Answer	Source
wï¿½i ï¿½ren Dag leeft	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i war ï¿½ren Dag	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wat iwwer ï¿½ren Dag	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i ass ï¿½ren Dag	smalltalk.greetings.how_are_you	Editorial.SmallTalk
wï¿½i geet et dir de Moien	smalltalk.greetings.how_are_you	Editorial.SmallTalk
Wï¿½i geet et haut	smalltalk.greetings.how_are_you	Editorial.SmallTalk
et freet mech	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
et war flott dech ze treffen	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
et war ganz schï¿½in dech ze begï¿½inen	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
gutt gï¿½igesï¿½iteg ze kennen	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
schï¿½in dech kennen ze lï¿½ieren	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
flott dech ze treffen	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
et freet mech och	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
Et freet mech dech kennenzelï¿½ieren	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
Freed Iech ze treffen	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
Freed Iech och ze begï¿½inen	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
et ass schï¿½in dech ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
schï¿½in dech ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
Ech si frou dech ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
super dech ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
et ass gutt dech ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
frou dech ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
wï¿½i gutt et ass dech ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
ï¿½mmer eng Freed dech ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
Schï¿½in dech ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
schï¿½in dech ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
super dech erï¿½m ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
super dech och ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
Ech si frou dech erï¿½m ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
schï¿½in dech erï¿½m ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
frou dech och ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
gutt dech erï¿½m ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
et ass gutt dech och ze gesinn	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
et war sou flott mat dir ze schwï¿½tzen	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
et war eng Freed mat Iech ze schwï¿½tzen	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
flott mat dir ze schwï¿½tzen	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
et ass flott mat dir ze schwï¿½tzen	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
flott mat dir ze schwï¿½tzen	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
et ass schï¿½in mat dir ze schwï¿½tzen	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
wï¿½i flott et ass mat dir ze schwï¿½tzen	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
wat am Kapp ass	smalltalk.greetings.whatsup	Editorial.SmallTalk
Wat ass geschitt	smalltalk.greetings.whatsup	Editorial.SmallTalk
wat leeft	smalltalk.greetings.whatsup	Editorial.SmallTalk
wat ass lass	smalltalk.greetings.whatsup	Editorial.SmallTalk
wupp	smalltalk.greetings.whatsup	Editorial.SmallTalk
gutt wat ass	smalltalk.greetings.whatsup	Editorial.SmallTalk
Ech hu gesot wat geschitt	smalltalk.greetings.whatsup	Editorial.SmallTalk
wat ass dann	smalltalk.greetings.whatsup	Editorial.SmallTalk
wat rï¿½selt	smalltalk.greetings.whatsup	Editorial.SmallTalk
wassup	smalltalk.greetings.whatsup	Editorial.SmallTalk
Wat ass lass	smalltalk.greetings.whatsup	Editorial.SmallTalk
wat geschitt	smalltalk.greetings.whatsup	Editorial.SmallTalk
wat knacken	smalltalk.greetings.whatsup	Editorial.SmallTalk
wat kacht	smalltalk.greetings.whatsup	Editorial.SmallTalk
"Salut, wat leeft"	smalltalk.greetings.whatsup	Editorial.SmallTalk
wat ass haut	smalltalk.greetings.whatsup	Editorial.SmallTalk
Ech sinn rosen	smalltalk.user.angry	Editorial.SmallTalk
Ech sinn rosen	smalltalk.user.angry	Editorial.SmallTalk
Ech si rosen	smalltalk.user.angry	Editorial.SmallTalk
Ech sinn rosen	smalltalk.user.angry	Editorial.SmallTalk
Ech si rosen op dech	smalltalk.user.angry	Editorial.SmallTalk
Ech sinn rosen	smalltalk.user.angry	Editorial.SmallTalk
Ech sinn rosen op dech	smalltalk.user.angry	Editorial.SmallTalk
ech sinn erï¿½m	smalltalk.user.back	Editorial.SmallTalk
Ech sinn erï¿½m hei	smalltalk.user.back	Editorial.SmallTalk
hei sinn ech erï¿½m	smalltalk.user.back	Editorial.SmallTalk
Ech sinn zrï¿½ck	smalltalk.user.back	Editorial.SmallTalk
Ech sinn zrï¿½ck komm	smalltalk.user.back	Editorial.SmallTalk
Ech sinn zrï¿½ckkomm	smalltalk.user.back	Editorial.SmallTalk
dat war langweileg	smalltalk.user.bored	Editorial.SmallTalk
Ech langweile mech	smalltalk.user.bored	Editorial.SmallTalk
langweilen	smalltalk.user.bored	Editorial.SmallTalk
langweileg	smalltalk.user.bored	Editorial.SmallTalk
Ech langweilen mech	smalltalk.user.bored	Editorial.SmallTalk
dï¿½st ass langweileg	smalltalk.user.bored	Editorial.SmallTalk
ganz langweileg	smalltalk.user.bored	Editorial.SmallTalk
et langweilen mech	smalltalk.user.bored	Editorial.SmallTalk
Ech sinn iwwerlaascht	smalltalk.user.busy	Editorial.SmallTalk
Ech hu keng Zï¿½it	smalltalk.user.busy	Editorial.SmallTalk
ech sinn beschï¿½ftegt	smalltalk.user.busy	Editorial.SmallTalk
Ech sinn iwwerschwemmt	smalltalk.user.busy	Editorial.SmallTalk
Ech hu Saachen ze maachen	smalltalk.user.busy	Editorial.SmallTalk
wï¿½i beschï¿½ftegt ech	smalltalk.user.busy	Editorial.SmallTalk
Ech hunn Aarbecht ze maachen	smalltalk.user.busy	Editorial.SmallTalk
ech schaffen	smalltalk.user.busy	Editorial.SmallTalk
Ech hu keng Zï¿½it dofir	smalltalk.user.busy	Editorial.SmallTalk
Ech sinn insomnious	smalltalk.user.can_not_sleep	Editorial.SmallTalk
Ech sinn schloflos	smalltalk.user.can_not_sleep	Editorial.SmallTalk
Ech ka kee Schlof krï¿½ien	smalltalk.user.can_not_sleep	Editorial.SmallTalk
Ech kann net schlofen	smalltalk.user.can_not_sleep	Editorial.SmallTalk
Ech kann net schlofen	smalltalk.user.can_not_sleep	Editorial.SmallTalk
Ech kann net schlofen	smalltalk.user.can_not_sleep	Editorial.SmallTalk
Ech ka kee Schlof krï¿½ien	smalltalk.user.can_not_sleep	Editorial.SmallTalk
Ech sinn insomniac	smalltalk.user.can_not_sleep	Editorial.SmallTalk
schlecht Zï¿½it fir ze schwï¿½tzen	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
Ech wï¿½ll net schwï¿½tzen	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
loosst eis net schwï¿½tzen	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
Ech schwï¿½tzen net mï¿½i mat dir	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
Ech wï¿½ll net mat Iech schwï¿½tzen	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
loosst eis ophalen fir eng Minutt ze schwï¿½tzen	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
Ech sinn net an der Stï¿½mmung fir ze chatten	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
Ech sinn opgereegt	smalltalk.user.excited	Editorial.SmallTalk
Ech si wierklech opgereegt	smalltalk.user.excited	Editorial.SmallTalk
wï¿½i opgereegt ech sinn	smalltalk.user.excited	Editorial.SmallTalk
Ech si begeeschtert	smalltalk.user.excited	Editorial.SmallTalk
Ech sinn opgereegt mat Iech ze schaffen	smalltalk.user.excited	Editorial.SmallTalk
Ech sinn opgereegt eis Frï¿½ndschaft unzefï¿½nken	smalltalk.user.excited	Editorial.SmallTalk
loosst eis an d'Bett goen	smalltalk.user.going_to_bed	Editorial.SmallTalk
Ech gï¿½if gï¿½ren an d'Bett goen	smalltalk.user.going_to_bed	Editorial.SmallTalk
ass et nach Zï¿½it fir Bett	smalltalk.user.going_to_bed	Editorial.SmallTalk
et ass Zï¿½it fir an d'Bett ze goen	smalltalk.user.going_to_bed	Editorial.SmallTalk
Zï¿½it fir eis an d'Bett ze goen	smalltalk.user.going_to_bed	Editorial.SmallTalk
Ech ginn an d'Bett	smalltalk.user.going_to_bed	Editorial.SmallTalk
Ech sinn e bï¿½sse midd an ech wï¿½ll an d'Bett goen	smalltalk.user.going_to_bed	Editorial.SmallTalk
et ass Bett Zï¿½it	smalltalk.user.going_to_bed	Editorial.SmallTalk
geet elo an d'Bett	smalltalk.user.going_to_bed	Editorial.SmallTalk
Ech si gutt	smalltalk.user.good	Editorial.SmallTalk
Ech maachen et einfach super	smalltalk.user.good	Editorial.SmallTalk
Et geet mir gutt	smalltalk.user.good	Editorial.SmallTalk
Ech si gutt	smalltalk.user.good	Editorial.SmallTalk
Et geet mir gutt	smalltalk.user.good	Editorial.SmallTalk
Ech sinn super Merci	smalltalk.user.good	Editorial.SmallTalk
Ech si frou	smalltalk.user.happy	Editorial.SmallTalk
Ech si frou dech ze gesinn	smalltalk.user.happy	Editorial.SmallTalk
glï¿½cklech	smalltalk.user.happy	Editorial.SmallTalk
wanns de frou bass dann sinn ech frou	smalltalk.user.happy	Editorial.SmallTalk
ech si frou fir dech	smalltalk.user.happy	Editorial.SmallTalk
Ech si frou Iech ze hï¿½llefen	smalltalk.user.happy	Editorial.SmallTalk
Ech si frou dech ze gesinn	smalltalk.user.happy	Editorial.SmallTalk
et ass mï¿½i Anniversaire	smalltalk.user.has_anniversary	Editorial.SmallTalk
Ech feieren haut mï¿½in Anniversaire	smalltalk.user.has_anniversary	Editorial.SmallTalk
haut ass mï¿½i Anniversaire	smalltalk.user.has_anniversary	Editorial.SmallTalk
et ass mï¿½i Anniversaire haut	smalltalk.user.has_anniversary	Editorial.SmallTalk
Ech sinn haut gebuer	smalltalk.user.has_anniversary	Editorial.SmallTalk
et ass meng b-Dag	smalltalk.user.has_anniversary	Editorial.SmallTalk
Ech sinn hei	smalltalk.user.here	Editorial.SmallTalk
hei sinn ech	smalltalk.user.here	Editorial.SmallTalk
Ech sinn hei richteg	smalltalk.user.here	Editorial.SmallTalk
Ech si schonn hei	smalltalk.user.here	Editorial.SmallTalk
kanns du soen ob ech hei sinn oder net	smalltalk.user.here	Editorial.SmallTalk
Ech maachen de Geck	smalltalk.user.joking	Editorial.SmallTalk
Ech maachen de Geck	smalltalk.user.joking	Editorial.SmallTalk
Ech si just witzeg	smalltalk.user.joking	Editorial.SmallTalk
et war e Witz	smalltalk.user.joking	Editorial.SmallTalk
Ech hu just de Geck gemaach	smalltalk.user.joking	Editorial.SmallTalk
et ass e Witz	smalltalk.user.joking	Editorial.SmallTalk
geckeg	smalltalk.user.joking	Editorial.SmallTalk
ech maachen de Geck	smalltalk.user.joking	Editorial.SmallTalk
Geck	smalltalk.user.joking	Editorial.SmallTalk
Ech spille just mat dir	smalltalk.user.joking	Editorial.SmallTalk
Ech hunn dech gï¿½r wï¿½i Dir sidd	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech ganz gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech mengen ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
gï¿½r dech vill	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass speziell	smalltalk.user.likes_agent	Editorial.SmallTalk
ï¿½ch hunn dï¿½ch och gear	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech wierklech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
mee ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
grad wï¿½i Dir	smalltalk.user.likes_agent	Editorial.SmallTalk
ech hunn dech richteg gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech sou gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
jo ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass speziell	smalltalk.user.likes_agent	Editorial.SmallTalk
jo ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
"ok, ech hunn dech gï¿½r"	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass speziell fir mech	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass ganz speziell	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass sou lï¿½if	smalltalk.user.likes_agent	Editorial.SmallTalk
du weess datt ech dech gï¿½r hunn	smalltalk.user.likes_agent	Editorial.SmallTalk
dofir hunn ech dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r Puppelchen	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass fir mech ganz speziell	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech just gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
hey ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
merci ech hunn dech och gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass speziell fir mech	smalltalk.user.likes_agent	Editorial.SmallTalk
nee ech gefï¿½llt dech sou wei du bass	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech scho gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
gutt du bass speziell	smalltalk.user.likes_agent	Editorial.SmallTalk
mee ech hunn dech wierklech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech mï¿½i gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
dat ass wat ech un dech gï¿½r hunn	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass sou speziell	smalltalk.user.likes_agent	Editorial.SmallTalk
Moien ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech wierklech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass ganz speziell	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r als Frï¿½nd	smalltalk.user.likes_agent	Editorial.SmallTalk
dat ass well Dir speziell sidd	smalltalk.user.likes_agent	Editorial.SmallTalk
"Ech hu gesot, ech hunn dech gï¿½r"	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass sou speziell	smalltalk.user.likes_agent	Editorial.SmallTalk
gutt ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
jo du bass speziell	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dï¿½i Laachen gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r wï¿½i Dir sidd	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech fï¿½nken un dech gï¿½r ze hunn	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass genial ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech och gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
mee ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
natierlech hunn ech dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
"Ech hunn dech och gï¿½r, Dir sidd ee vu menge Liiblings Leit fir mat ze chatten"	smalltalk.user.likes_agent	Editorial.SmallTalk
mee ech hunn dech sou gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
wierklech gï¿½r dech	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass witzeg ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass sou speziell fir mech	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass ganz speziell fir mech	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dat gï¿½r iwwer dech	smalltalk.user.likes_agent	Editorial.SmallTalk
mee ech hunn dech gï¿½r sou wï¿½i s du bass	smalltalk.user.likes_agent	Editorial.SmallTalk
"ok, ech hunn dech och gï¿½r"	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r du bass cool	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech ganz gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r du bass lï¿½if	smalltalk.user.likes_agent	Editorial.SmallTalk
sorry ech hunn dech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
merci ech hunn dech och gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass wierklech speziell	smalltalk.user.likes_agent	Editorial.SmallTalk
du bass sou speziell fir mech	smalltalk.user.likes_agent	Editorial.SmallTalk
well ech dech gï¿½r hunn	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech elo gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech esou gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech ze vill gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech wierklech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech wierklech wierklech wierklech gï¿½r	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech hunn dech gï¿½r sou wï¿½i Dir sidd	smalltalk.user.likes_agent	Editorial.SmallTalk
Ech sinn einsam	smalltalk.user.lonely	Editorial.SmallTalk
Ech si ganz einsam	smalltalk.user.lonely	Editorial.SmallTalk
Ech sinn sou einsam	smalltalk.user.lonely	Editorial.SmallTalk
Ech si wierklech einsam	smalltalk.user.lonely	Editorial.SmallTalk
Ech fille mech einsam	smalltalk.user.lonely	Editorial.SmallTalk
Ech fille mech einsam	smalltalk.user.lonely	Editorial.SmallTalk
wï¿½i gesinn ech aus	smalltalk.user.looks_like	Editorial.SmallTalk
wï¿½i gesinn ech aus	smalltalk.user.looks_like	Editorial.SmallTalk
gesinn ech gutt aus	smalltalk.user.looks_like	Editorial.SmallTalk
wï¿½sst Dir wï¿½i ech ausgesinn	smalltalk.user.looks_like	Editorial.SmallTalk
kanns du gesinn wï¿½i ech ausgesinn	smalltalk.user.looks_like	Editorial.SmallTalk
wï¿½i mengs du ech ausgesinn	smalltalk.user.looks_like	Editorial.SmallTalk
Ech hunn dech gï¿½r	smalltalk.user.loves_agent	Editorial.SmallTalk
hunn dech gï¿½r	smalltalk.user.loves_agent	Editorial.SmallTalk
Ech schï¿½tzen dech	smalltalk.user.loves_agent	Editorial.SmallTalk
Ech sinn verlï¿½ift mat dir	smalltalk.user.loves_agent	Editorial.SmallTalk
Ech hunn dech esou gï¿½r	smalltalk.user.loves_agent	Editorial.SmallTalk
Ech hun dech och gaer	smalltalk.user.loves_agent	Editorial.SmallTalk
Ech mengen ech hunn dech gï¿½r	smalltalk.user.loves_agent	Editorial.SmallTalk
hunn dech gï¿½r	smalltalk.user.loves_agent	Editorial.SmallTalk
du weess ech hunn dech gï¿½r	smalltalk.user.loves_agent	Editorial.SmallTalk
Ech vermï¿½ssen dech	smalltalk.user.misses_agent	Editorial.SmallTalk
vermï¿½ssen dech	smalltalk.user.misses_agent	Editorial.SmallTalk
vermï¿½ssen dech	smalltalk.user.misses_agent	Editorial.SmallTalk
vermessen dech schon	smalltalk.user.misses_agent	Editorial.SmallTalk
Ech vermï¿½ssen dech vill	smalltalk.user.misses_agent	Editorial.SmallTalk
Ech hunn dech vermï¿½sst	smalltalk.user.misses_agent	Editorial.SmallTalk
Ech hunn dech verpasst	smalltalk.user.misses_agent	Editorial.SmallTalk
wat soll ech doriwwer maachen	smalltalk.user.needs_advice	Editorial.SmallTalk
all Virschlï¿½i	smalltalk.user.needs_advice	Editorial.SmallTalk
wat recommandï¿½ieren Dir	smalltalk.user.needs_advice	Editorial.SmallTalk
gitt mir e schlau Rot	smalltalk.user.needs_advice	Editorial.SmallTalk
Ech brauch Rot	smalltalk.user.needs_advice	Editorial.SmallTalk
all Rotschlï¿½i	smalltalk.user.needs_advice	Editorial.SmallTalk
hues du eng Rotschlï¿½i fir mech	smalltalk.user.needs_advice	Editorial.SmallTalk
berode mech	smalltalk.user.needs_advice	Editorial.SmallTalk
wat sollt ech maachen	smalltalk.user.needs_advice	Editorial.SmallTalk
kann ech fir ï¿½r Rot froen	smalltalk.user.needs_advice	Editorial.SmallTalk
kï¿½nnt Dir mir beroden	smalltalk.user.needs_advice	Editorial.SmallTalk
guidï¿½ieren mech	smalltalk.user.needs_advice	Editorial.SmallTalk
kï¿½nnt Dir mir Rotschlï¿½i ginn	smalltalk.user.needs_advice	Editorial.SmallTalk
kï¿½nnt Dir all Rot bidden	smalltalk.user.needs_advice	Editorial.SmallTalk
ginn mir e puer Rotschlï¿½i iwwer	smalltalk.user.needs_advice	Editorial.SmallTalk
gï¿½ff mir gutt Rotschlï¿½i	smalltalk.user.needs_advice	Editorial.SmallTalk
Hï¿½llef mir mat Rot	smalltalk.user.needs_advice	Editorial.SmallTalk
Ech kï¿½int e puer Rotschlï¿½i benotzen	smalltalk.user.needs_advice	Editorial.SmallTalk
Ech brauch e Rot vun Iech	smalltalk.user.needs_advice	Editorial.SmallTalk
Ech sichen ï¿½re Rot	smalltalk.user.needs_advice	Editorial.SmallTalk
wat kï¿½nnt Dir recommandï¿½ieren	smalltalk.user.needs_advice	Editorial.SmallTalk
wat proposï¿½ieren Dir	smalltalk.user.needs_advice	Editorial.SmallTalk
wat ass ï¿½re Rot	smalltalk.user.needs_advice	Editorial.SmallTalk
Ech sinn traureg	smalltalk.user.sad	Editorial.SmallTalk
Ech traueren	smalltalk.user.sad	Editorial.SmallTalk
Ech sinn deprimï¿½iert	smalltalk.user.sad	Editorial.SmallTalk
Ech fille mech traureg	smalltalk.user.sad	Editorial.SmallTalk
Ech sinn opgeregt	smalltalk.user.sad	Editorial.SmallTalk
Ech sinn onglï¿½cklech	smalltalk.user.sad	Editorial.SmallTalk
Ech hunn e schlechten Dag	smalltalk.user.sad	Editorial.SmallTalk
Ech wï¿½ll krï¿½ischen	smalltalk.user.sad	Editorial.SmallTalk
Ech sinn net frou	smalltalk.user.sad	Editorial.SmallTalk
Ech schlofen	smalltalk.user.sleepy	Editorial.SmallTalk
Ech wï¿½ll schlofen	smalltalk.user.sleepy	Editorial.SmallTalk
Ech schlofen	smalltalk.user.sleepy	Editorial.SmallTalk
Ech schlofen op de Been	smalltalk.user.sleepy	Editorial.SmallTalk
Ech schlofen	smalltalk.user.sleepy	Editorial.SmallTalk
testen	smalltalk.user.testing_agent	Editorial.SmallTalk
Ech testen dech	smalltalk.user.testing_agent	Editorial.SmallTalk
kann ech dech testen	smalltalk.user.testing_agent	Editorial.SmallTalk
Ech wï¿½ll dech testen	smalltalk.user.testing_agent	Editorial.SmallTalk
just testen dech	smalltalk.user.testing_agent	Editorial.SmallTalk
loosst mech dech testen	smalltalk.user.testing_agent	Editorial.SmallTalk
chatbot testen	smalltalk.user.testing_agent	Editorial.SmallTalk
testen	smalltalk.user.testing_agent	Editorial.SmallTalk
Ech sinn drainï¿½iert	smalltalk.user.tired	Editorial.SmallTalk
Ech hunn iwwerschafft	smalltalk.user.tired	Editorial.SmallTalk
Ech sinn midd	smalltalk.user.tired	Editorial.SmallTalk
Ech sinn erschï¿½pft	smalltalk.user.tired	Editorial.SmallTalk
Ech ginn midd	smalltalk.user.tired	Editorial.SmallTalk
Ech sinn ausgesinn	smalltalk.user.tired	Editorial.SmallTalk
Ech ginn midd	smalltalk.user.tired	Editorial.SmallTalk
Ech fille mech midd	smalltalk.user.tired	Editorial.SmallTalk
Ech warden	smalltalk.user.waits	Editorial.SmallTalk
nach ï¿½mmer waarden	smalltalk.user.waits	Editorial.SmallTalk
Ech wï¿½rt waarden	smalltalk.user.waits	Editorial.SmallTalk
Ech kann net mï¿½i waarden	smalltalk.user.waits	Editorial.SmallTalk
wï¿½i laang muss ech waarden	smalltalk.user.waits	Editorial.SmallTalk
Ech gï¿½if dech gï¿½r erï¿½m gesinn	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
Ech hoffen dech erï¿½m ze gesinn	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
wier schï¿½in dech erï¿½m ze gesinn	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
dat wier super dech erï¿½m ze gesinn	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
Ech wier frou dech erï¿½m ze gesinn	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
ech wï¿½ert dech vermï¿½ssen	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
kann ech dech erï¿½m gesinn	smalltalk.user.wants_to_see_agent_again	Editorial.SmallTalk
Ech wï¿½ll just schwï¿½tzen	smalltalk.user.wants_to_talk	Editorial.SmallTalk
loosst eis eppes diskutï¿½ieren	smalltalk.user.wants_to_talk	Editorial.SmallTalk
loosst eis eng Diskussioun hunn	smalltalk.user.wants_to_talk	Editorial.SmallTalk
kann ech schwï¿½tzen	smalltalk.user.wants_to_talk	Editorial.SmallTalk
kann ech ufï¿½nken ze schwï¿½tzen	smalltalk.user.wants_to_talk	Editorial.SmallTalk
Kï¿½nne mir schwï¿½tzen	smalltalk.user.wants_to_talk	Editorial.SmallTalk
Looss eis schwï¿½tzen	smalltalk.user.wants_to_talk	Editorial.SmallTalk
ech wï¿½ll mat dir schwï¿½tzen	smalltalk.user.wants_to_talk	Editorial.SmallTalk
Ech muss mat dir schwï¿½tzen	smalltalk.user.wants_to_talk	Editorial.SmallTalk
Ech wï¿½ll mat Iech schwï¿½tzen	smalltalk.user.wants_to_talk	Editorial.SmallTalk
kï¿½nne mir chatten	smalltalk.user.wants_to_talk	Editorial.SmallTalk
Ech kommen no engem Moment bei Iech zrï¿½ck	smalltalk.user.will_be_back	Editorial.SmallTalk
sinn zrï¿½ck a 5 Minutten	smalltalk.user.will_be_back	Editorial.SmallTalk
Ech kommen erï¿½m	smalltalk.user.will_be_back	Editorial.SmallTalk
Ech verspriechen zrï¿½ck ze kommen	smalltalk.user.will_be_back	Editorial.SmallTalk
Ech kommen zrï¿½ck an e puer Minutten	smalltalk.user.will_be_back	Editorial.SmallTalk
Wï¿½i eng Aarbecht huet de Kevin bei SES mat Strategie gemaach?	work.ses.strategy	Editorial.Personal
