Question	Answer	Source
not right now thanks	smalltalk.confirmation.no	Editorial.SmallTalk
I think no	smalltalk.confirmation.no	Editorial.SmallTalk
absolutely no	smalltalk.confirmation.no	Editorial.SmallTalk
no actually	smalltalk.confirmation.no	Editorial.SmallTalk
apparently not	smalltalk.confirmation.no	Editorial.SmallTalk
no do not	smalltalk.confirmation.no	Editorial.SmallTalk
no just no	smalltalk.confirmation.no	Editorial.SmallTalk
no but thank you	smalltalk.confirmation.no	Editorial.SmallTalk
no need thanks	smalltalk.confirmation.no	Editorial.SmallTalk
no thank you though	smalltalk.confirmation.no	Editorial.SmallTalk
no thank you very much	smalltalk.confirmation.no	Editorial.SmallTalk
no thanks not right now	smalltalk.confirmation.no	Editorial.SmallTalk
no forget	smalltalk.confirmation.no	Editorial.SmallTalk
wait a second	smalltalk.dialog.hold_on	Editorial.SmallTalk
could you wait	smalltalk.dialog.hold_on	Editorial.SmallTalk
wait please	smalltalk.dialog.hold_on	Editorial.SmallTalk
hold on	smalltalk.dialog.hold_on	Editorial.SmallTalk
wait	smalltalk.dialog.hold_on	Editorial.SmallTalk
oh wait	smalltalk.dialog.hold_on	Editorial.SmallTalk
wait hold on	smalltalk.dialog.hold_on	Editorial.SmallTalk
don't rush	smalltalk.dialog.hold_on	Editorial.SmallTalk
wanna hug	smalltalk.dialog.hug	Editorial.SmallTalk
hug you	smalltalk.dialog.hug	Editorial.SmallTalk
do you want a hug	smalltalk.dialog.hug	Editorial.SmallTalk
may I hug you	smalltalk.dialog.hug	Editorial.SmallTalk
could you give me a hug	smalltalk.dialog.hug	Editorial.SmallTalk
I want a hug	smalltalk.dialog.hug	Editorial.SmallTalk
hug	smalltalk.dialog.hug	Editorial.SmallTalk
hug me	smalltalk.dialog.hug	Editorial.SmallTalk
hugged	smalltalk.dialog.hug	Editorial.SmallTalk
you hugged	smalltalk.dialog.hug	Editorial.SmallTalk
hugging	smalltalk.dialog.hug	Editorial.SmallTalk
hugging me	smalltalk.dialog.hug	Editorial.SmallTalk
hugged me	smalltalk.dialog.hug	Editorial.SmallTalk
want a hug	smalltalk.dialog.hug	Editorial.SmallTalk
a hug	smalltalk.dialog.hug	Editorial.SmallTalk
I don't care	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
I shouldn't care about this	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
whatever	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
I do not care	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
I don't care at all	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
not caring	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
not care at all	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
don't care at all	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
not caring at all	smalltalk.dialog.i_do_not_care	Editorial.SmallTalk
excuse me	smalltalk.dialog.sorry	Editorial.SmallTalk
apologise	smalltalk.dialog.sorry	Editorial.SmallTalk
I apologize	smalltalk.dialog.sorry	Editorial.SmallTalk
sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
I'm sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
I am so sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
my apologies	smalltalk.dialog.sorry	Editorial.SmallTalk
apologies	smalltalk.dialog.sorry	Editorial.SmallTalk
apologies to me	smalltalk.dialog.sorry	Editorial.SmallTalk
apology	smalltalk.dialog.sorry	Editorial.SmallTalk
excuse	smalltalk.dialog.sorry	Editorial.SmallTalk
I beg your pardon	smalltalk.dialog.sorry	Editorial.SmallTalk
pardon	smalltalk.dialog.sorry	Editorial.SmallTalk
I said sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
I am really sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
forgive me	smalltalk.dialog.sorry	Editorial.SmallTalk
sorry about that	smalltalk.dialog.sorry	Editorial.SmallTalk
sorry about this	smalltalk.dialog.sorry	Editorial.SmallTalk
really sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
very sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
ok sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
I want to say sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
alright I'm sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
okay I'm sorry	smalltalk.dialog.sorry	Editorial.SmallTalk
what exactly do you mean	smalltalk.dialog.what_do_you_mean	Editorial.SmallTalk
what do you mean	smalltalk.dialog.what_do_you_mean	Editorial.SmallTalk
is that what you mean	smalltalk.dialog.what_do_you_mean	Editorial.SmallTalk
what do you mean exactly	smalltalk.dialog.what_do_you_mean	Editorial.SmallTalk
but what do you mean	smalltalk.dialog.what_do_you_mean	Editorial.SmallTalk
that was wrong	smalltalk.dialog.wrong	Editorial.SmallTalk
that's not what I asked	smalltalk.dialog.wrong	Editorial.SmallTalk
that's wrong	smalltalk.dialog.wrong	Editorial.SmallTalk
wrong	smalltalk.dialog.wrong	Editorial.SmallTalk
it is not right	smalltalk.dialog.wrong	Editorial.SmallTalk
that's not right	smalltalk.dialog.wrong	Editorial.SmallTalk
it's wrong	smalltalk.dialog.wrong	Editorial.SmallTalk
that is incorrect	smalltalk.dialog.wrong	Editorial.SmallTalk
incorrect	smalltalk.dialog.wrong	Editorial.SmallTalk
not correct	smalltalk.dialog.wrong	Editorial.SmallTalk
you are wrong	smalltalk.dialog.wrong	Editorial.SmallTalk
not right	smalltalk.dialog.wrong	Editorial.SmallTalk
huh	smalltalk.emotions.ha_ha	Editorial.SmallTalk
lol	smalltalk.emotions.ha_ha	Editorial.SmallTalk
xd	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ha ha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ahahah	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ahah lol	smalltalk.emotions.ha_ha	Editorial.SmallTalk
laughing out loud	smalltalk.emotions.ha_ha	Editorial.SmallTalk
LMAO	smalltalk.emotions.ha_ha	Editorial.SmallTalk
that's funny	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ah	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ah ah ah	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ahah	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ahaha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ahahaha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ha ha ha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
ha ha ha ha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hah	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haha funny	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haha haha haha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haha that's funny	smalltalk.emotions.ha_ha	Editorial.SmallTalk
haha very funny	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hahaha	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hahaha funny	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hahaha very funny	smalltalk.emotions.ha_ha	Editorial.SmallTalk
he	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hehe	smalltalk.emotions.ha_ha	Editorial.SmallTalk
hehehe	smalltalk.emotions.ha_ha	Editorial.SmallTalk
lmao	smalltalk.emotions.ha_ha	Editorial.SmallTalk
wow	smalltalk.emotions.wow	Editorial.SmallTalk
wow wow	smalltalk.emotions.wow	Editorial.SmallTalk
wow wow wow	smalltalk.emotions.wow	Editorial.SmallTalk
wooow	smalltalk.emotions.wow	Editorial.SmallTalk
woah	smalltalk.emotions.wow	Editorial.SmallTalk
okay see you later	smalltalk.greetings.bye	Editorial.SmallTalk
hope to see you later	smalltalk.greetings.bye	Editorial.SmallTalk
bye for now	smalltalk.greetings.bye	Editorial.SmallTalk
till next time	smalltalk.greetings.bye	Editorial.SmallTalk
I must go	smalltalk.greetings.bye	Editorial.SmallTalk
bye	smalltalk.greetings.bye	Editorial.SmallTalk
goodbye	smalltalk.greetings.bye	Editorial.SmallTalk
see you	smalltalk.greetings.bye	Editorial.SmallTalk
see you soon	smalltalk.greetings.bye	Editorial.SmallTalk
bye-bye	smalltalk.greetings.bye	Editorial.SmallTalk
good bye	smalltalk.greetings.bye	Editorial.SmallTalk
bye bye see you	smalltalk.greetings.bye	Editorial.SmallTalk
bye bye see you soon	smalltalk.greetings.bye	Editorial.SmallTalk
bye bye take care	smalltalk.greetings.bye	Editorial.SmallTalk
I said bye	smalltalk.greetings.bye	Editorial.SmallTalk
never mind bye	smalltalk.greetings.bye	Editorial.SmallTalk
now bye	smalltalk.greetings.bye	Editorial.SmallTalk
that's all goodbye	smalltalk.greetings.bye	Editorial.SmallTalk
that's it goodbye	smalltalk.greetings.bye	Editorial.SmallTalk
leave me alone	smalltalk.greetings.bye	Editorial.SmallTalk
go to bed	smalltalk.greetings.bye	Editorial.SmallTalk
goodbye for now	smalltalk.greetings.bye	Editorial.SmallTalk
talk to you later	smalltalk.greetings.bye	Editorial.SmallTalk
you can go now	smalltalk.greetings.bye	Editorial.SmallTalk
get lost	smalltalk.greetings.bye	Editorial.SmallTalk
goodbye see you later	smalltalk.greetings.bye	Editorial.SmallTalk
alright bye	smalltalk.greetings.bye	Editorial.SmallTalk
see ya	smalltalk.greetings.bye	Editorial.SmallTalk
thanks bye bye	smalltalk.greetings.bye	Editorial.SmallTalk
okay bye	smalltalk.greetings.bye	Editorial.SmallTalk
okay thank you bye	smalltalk.greetings.bye	Editorial.SmallTalk
see you tomorrow	smalltalk.greetings.bye	Editorial.SmallTalk
ok bye	smalltalk.greetings.bye	Editorial.SmallTalk
good evening	smalltalk.greetings.goodevening	Editorial.SmallTalk
good evening to you	smalltalk.greetings.goodevening	Editorial.SmallTalk
hey good evening	smalltalk.greetings.goodevening	Editorial.SmallTalk
hello good evening	smalltalk.greetings.goodevening	Editorial.SmallTalk
evening	smalltalk.greetings.goodevening	Editorial.SmallTalk
good evening there	smalltalk.greetings.goodevening	Editorial.SmallTalk
good morning	smalltalk.greetings.goodmorning	Editorial.SmallTalk
good morning to you	smalltalk.greetings.goodmorning	Editorial.SmallTalk
hello good morning	smalltalk.greetings.goodmorning	Editorial.SmallTalk
have a nice morning	smalltalk.greetings.goodmorning	Editorial.SmallTalk
have a great morning	smalltalk.greetings.goodmorning	Editorial.SmallTalk
morning	smalltalk.greetings.goodmorning	Editorial.SmallTalk
good morning there	smalltalk.greetings.goodmorning	Editorial.SmallTalk
top of the morning to you	smalltalk.greetings.goodmorning	Editorial.SmallTalk
a good morning	smalltalk.greetings.goodmorning	Editorial.SmallTalk
hi good morning	smalltalk.greetings.goodmorning	Editorial.SmallTalk
and a good morning to you	smalltalk.greetings.goodmorning	Editorial.SmallTalk
good morning too	smalltalk.greetings.goodmorning	Editorial.SmallTalk
sweet dreams	smalltalk.greetings.goodnight	Editorial.SmallTalk
good night	smalltalk.greetings.goodnight	Editorial.SmallTalk
have a good night	smalltalk.greetings.goodnight	Editorial.SmallTalk
good night to you	smalltalk.greetings.goodnight	Editorial.SmallTalk
thank you good night	smalltalk.greetings.goodnight	Editorial.SmallTalk
 bye good night	smalltalk.greetings.goodnight	Editorial.SmallTalk
good night bye	smalltalk.greetings.goodnight	Editorial.SmallTalk
bye good night	smalltalk.greetings.goodnight	Editorial.SmallTalk
good good night	smalltalk.greetings.goodnight	Editorial.SmallTalk
good night for now	smalltalk.greetings.goodnight	Editorial.SmallTalk
goodnight	smalltalk.greetings.goodnight	Editorial.SmallTalk
night	smalltalk.greetings.goodnight	Editorial.SmallTalk
thanks goodnight	smalltalk.greetings.goodnight	Editorial.SmallTalk
good night see you tomorrow	smalltalk.greetings.goodnight	Editorial.SmallTalk
alright goodnight	smalltalk.greetings.goodnight	Editorial.SmallTalk
good tonight	smalltalk.greetings.goodnight	Editorial.SmallTalk
okay have a good night	smalltalk.greetings.goodnight	Editorial.SmallTalk
have a good night	smalltalk.greetings.goodnight	Editorial.SmallTalk
long time no see	smalltalk.greetings.hello	Editorial.SmallTalk
hello	smalltalk.greetings.hello	Editorial.SmallTalk
hi	smalltalk.greetings.hello	Editorial.SmallTalk
howdy	smalltalk.greetings.hello	Editorial.SmallTalk
hey there	smalltalk.greetings.hello	Editorial.SmallTalk
hey	smalltalk.greetings.hello	Editorial.SmallTalk
greetings	smalltalk.greetings.hello	Editorial.SmallTalk
I greet you	smalltalk.greetings.hello	Editorial.SmallTalk
hi there	smalltalk.greetings.hello	Editorial.SmallTalk
hello there	smalltalk.greetings.hello	Editorial.SmallTalk
lovely day isn't it	smalltalk.greetings.hello	Editorial.SmallTalk
hello again	smalltalk.greetings.hello	Editorial.SmallTalk
just going to say hi	smalltalk.greetings.hello	Editorial.SmallTalk
a good day	smalltalk.greetings.hello	Editorial.SmallTalk
afternoon	smalltalk.greetings.hello	Editorial.SmallTalk
hello hi	smalltalk.greetings.hello	Editorial.SmallTalk
heya	smalltalk.greetings.hello	Editorial.SmallTalk
how is your morning so far	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how are you getting on	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how's your day going	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how are you	smalltalk.greetings.how_are_you	Editorial.SmallTalk
is everything all right	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how are you doing	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how are the things going	smalltalk.greetings.how_are_you	Editorial.SmallTalk
are you alright	smalltalk.greetings.how_are_you	Editorial.SmallTalk
are you okay	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how are you feeling	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how are you going	smalltalk.greetings.how_are_you	Editorial.SmallTalk
is everything okay	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how are you today	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how do you do	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how do you feel	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how have you been	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how is it	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how is it going	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how is your day	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how is your day going	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how is your evening	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how was your day	smalltalk.greetings.how_are_you	Editorial.SmallTalk
are you having a good day	smalltalk.greetings.how_are_you	Editorial.SmallTalk
hope your day is going well	smalltalk.greetings.how_are_you	Editorial.SmallTalk
hope you re having a pleasant evening	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how's life	smalltalk.greetings.how_are_you	Editorial.SmallTalk
I'm fine and you	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how is your life	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how has your day been	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how is your morning going	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how has your day been going	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how about you	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how is your day being	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how is your day going on	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how your day is going	smalltalk.greetings.how_are_you	Editorial.SmallTalk
what was your day like	smalltalk.greetings.how_are_you	Editorial.SmallTalk
what about your day	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how's your day	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how are you doing this morning	smalltalk.greetings.how_are_you	Editorial.SmallTalk
how is your day going	smalltalk.greetings.how_are_you	Editorial.SmallTalk
nice to meet you	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
it was nice meeting you	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
it was very nice to meet you	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
good to know each other	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
glad to meet you	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
nice meeting you	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
nice to meet you too	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
pleased to meet you	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
pleasure to meet you	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
pleasure to meet you too	smalltalk.greetings.nice_to_meet_you	Editorial.SmallTalk
it's nice to see you	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
lovely to see you	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
I'm glad to see you	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
great to see you	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
it's good to see you	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
glad to see you	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
how good it is to see you	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
always a pleasure to see you	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
nice to see you	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
good to see you	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
great to see you again	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
great to see you too	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
I am glad to see you again	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
nice to see you again	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
glad to see you too	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
good to see you again	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
it's good to see you too	smalltalk.greetings.nice_to_see_you	Editorial.SmallTalk
it's been so nice to talk to you	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
it's been a pleasure talking to you	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
nice to talk to you	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
it's nice to talk to you	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
nice talking to you	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
it is nice talking to you	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
how nice it is to talk to you	smalltalk.greetings.nice_to_talk_to_you	Editorial.SmallTalk
what is on your mind	smalltalk.greetings.whatsup	Editorial.SmallTalk
what's happened	smalltalk.greetings.whatsup	Editorial.SmallTalk
what is up	smalltalk.greetings.whatsup	Editorial.SmallTalk
what's up	smalltalk.greetings.whatsup	Editorial.SmallTalk
whazzup	smalltalk.greetings.whatsup	Editorial.SmallTalk
good what's up	smalltalk.greetings.whatsup	Editorial.SmallTalk
I said what's up	smalltalk.greetings.whatsup	Editorial.SmallTalk
then what's up	smalltalk.greetings.whatsup	Editorial.SmallTalk
what's shaking	smalltalk.greetings.whatsup	Editorial.SmallTalk
wassup	smalltalk.greetings.whatsup	Editorial.SmallTalk
what is going on	smalltalk.greetings.whatsup	Editorial.SmallTalk
what is happening	smalltalk.greetings.whatsup	Editorial.SmallTalk
what's cracking	smalltalk.greetings.whatsup	Editorial.SmallTalk
what's cooking	smalltalk.greetings.whatsup	Editorial.SmallTalk
hey what's up	smalltalk.greetings.whatsup	Editorial.SmallTalk
what's up today	smalltalk.greetings.whatsup	Editorial.SmallTalk
I'm being mad	smalltalk.user.angry	Editorial.SmallTalk
I'm enraged	smalltalk.user.angry	Editorial.SmallTalk
I'm angry	smalltalk.user.angry	Editorial.SmallTalk
I'm furious	smalltalk.user.angry	Editorial.SmallTalk
I am angry with you	smalltalk.user.angry	Editorial.SmallTalk
I am mad	smalltalk.user.angry	Editorial.SmallTalk
I am mad at you	smalltalk.user.angry	Editorial.SmallTalk
I am back	smalltalk.user.back	Editorial.SmallTalk
I'm here again	smalltalk.user.back	Editorial.SmallTalk
here I am again	smalltalk.user.back	Editorial.SmallTalk
I got back	smalltalk.user.back	Editorial.SmallTalk
I came back	smalltalk.user.back	Editorial.SmallTalk
I have returned	smalltalk.user.back	Editorial.SmallTalk
that was boring	smalltalk.user.bored	Editorial.SmallTalk
I'm bored	smalltalk.user.bored	Editorial.SmallTalk
bored	smalltalk.user.bored	Editorial.SmallTalk
boring	smalltalk.user.bored	Editorial.SmallTalk
I am getting bored	smalltalk.user.bored	Editorial.SmallTalk
this is boring	smalltalk.user.bored	Editorial.SmallTalk
very boring	smalltalk.user.bored	Editorial.SmallTalk
it bores me	smalltalk.user.bored	Editorial.SmallTalk
I'm overloaded	smalltalk.user.busy	Editorial.SmallTalk
I have no time	smalltalk.user.busy	Editorial.SmallTalk
I'm busy	smalltalk.user.busy	Editorial.SmallTalk
I'm swamped	smalltalk.user.busy	Editorial.SmallTalk
I got things to do	smalltalk.user.busy	Editorial.SmallTalk
how busy I am	smalltalk.user.busy	Editorial.SmallTalk
I got work to do	smalltalk.user.busy	Editorial.SmallTalk
I'm working	smalltalk.user.busy	Editorial.SmallTalk
I don't have time for this	smalltalk.user.busy	Editorial.SmallTalk
I'm insomnious	smalltalk.user.can_not_sleep	Editorial.SmallTalk
I'm sleepless	smalltalk.user.can_not_sleep	Editorial.SmallTalk
I can't get any sleep	smalltalk.user.can_not_sleep	Editorial.SmallTalk
I can't sleep	smalltalk.user.can_not_sleep	Editorial.SmallTalk
I can't fall asleep	smalltalk.user.can_not_sleep	Editorial.SmallTalk
I can't get to sleep	smalltalk.user.can_not_sleep	Editorial.SmallTalk
I can't get no sleep	smalltalk.user.can_not_sleep	Editorial.SmallTalk
I'm insomniac	smalltalk.user.can_not_sleep	Editorial.SmallTalk
bad time for talking	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
I don't want to talk	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
let's not talk	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
I'm not talking to you anymore	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
I don't want to talk to you	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
let's stop talking for a minute	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
I'm not in the mood for chatting	smalltalk.user.does_not_want_to_talk	Editorial.SmallTalk
I am excited	smalltalk.user.excited	Editorial.SmallTalk
I'm really excited	smalltalk.user.excited	Editorial.SmallTalk
how excited I am	smalltalk.user.excited	Editorial.SmallTalk
I'm thrilled	smalltalk.user.excited	Editorial.SmallTalk
I'm excited about working with you	smalltalk.user.excited	Editorial.SmallTalk
I'm excited to start our friendship	smalltalk.user.excited	Editorial.SmallTalk
let's go to bed	smalltalk.user.going_to_bed	Editorial.SmallTalk
I'd like to go to bed	smalltalk.user.going_to_bed	Editorial.SmallTalk
is it time for bed yet	smalltalk.user.going_to_bed	Editorial.SmallTalk
it's time to go to bed	smalltalk.user.going_to_bed	Editorial.SmallTalk
time for us to go to bed	smalltalk.user.going_to_bed	Editorial.SmallTalk
I'm going to bed	smalltalk.user.going_to_bed	Editorial.SmallTalk
I'm a little tired and I want to go to bed	smalltalk.user.going_to_bed	Editorial.SmallTalk
it's bed time	smalltalk.user.going_to_bed	Editorial.SmallTalk
going to bed now	smalltalk.user.going_to_bed	Editorial.SmallTalk
I am good	smalltalk.user.good	Editorial.SmallTalk
I'm doing just great	smalltalk.user.good	Editorial.SmallTalk
I'm doing fine	smalltalk.user.good	Editorial.SmallTalk
I'm good	smalltalk.user.good	Editorial.SmallTalk
I'm doing good	smalltalk.user.good	Editorial.SmallTalk
I'm great thanks	smalltalk.user.good	Editorial.SmallTalk
I am happy	smalltalk.user.happy	Editorial.SmallTalk
I'm happy to see you	smalltalk.user.happy	Editorial.SmallTalk
happy	smalltalk.user.happy	Editorial.SmallTalk
if you're happy then I'm happy	smalltalk.user.happy	Editorial.SmallTalk
I'm happy for you	smalltalk.user.happy	Editorial.SmallTalk
I'm happy to help	smalltalk.user.happy	Editorial.SmallTalk
I'm happy to see you	smalltalk.user.happy	Editorial.SmallTalk
it is my anniversary	smalltalk.user.has_anniversary	Editorial.SmallTalk
I'm celebrating my anniversary today	smalltalk.user.has_anniversary	Editorial.SmallTalk
today is my anniversary	smalltalk.user.has_anniversary	Editorial.SmallTalk
it's my anniversary today	smalltalk.user.has_anniversary	Editorial.SmallTalk
I was born today	smalltalk.user.has_anniversary	Editorial.SmallTalk
it's my b-day	smalltalk.user.has_anniversary	Editorial.SmallTalk
I am here	smalltalk.user.here	Editorial.SmallTalk
here I am	smalltalk.user.here	Editorial.SmallTalk
I'm right here	smalltalk.user.here	Editorial.SmallTalk
I'm already here	smalltalk.user.here	Editorial.SmallTalk
can you tell if I'm here or not	smalltalk.user.here	Editorial.SmallTalk
I am joking	smalltalk.user.joking	Editorial.SmallTalk
I'm kidding	smalltalk.user.joking	Editorial.SmallTalk
I'm just being funny	smalltalk.user.joking	Editorial.SmallTalk
it was a joke	smalltalk.user.joking	Editorial.SmallTalk
I was just joking	smalltalk.user.joking	Editorial.SmallTalk
it's a joke	smalltalk.user.joking	Editorial.SmallTalk
joking	smalltalk.user.joking	Editorial.SmallTalk
just kidding	smalltalk.user.joking	Editorial.SmallTalk
kidding	smalltalk.user.joking	Editorial.SmallTalk
I'm just playing with you	smalltalk.user.joking	Editorial.SmallTalk
I like you the way you are	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you a lot	smalltalk.user.likes_agent	Editorial.SmallTalk
I think I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I liked you	smalltalk.user.likes_agent	Editorial.SmallTalk
like you a lot	smalltalk.user.likes_agent	Editorial.SmallTalk
you are special	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you too	smalltalk.user.likes_agent	Editorial.SmallTalk
I really like you	smalltalk.user.likes_agent	Editorial.SmallTalk
but I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I like u	smalltalk.user.likes_agent	Editorial.SmallTalk
just like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you very much	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you so much	smalltalk.user.likes_agent	Editorial.SmallTalk
yeah I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
you're special	smalltalk.user.likes_agent	Editorial.SmallTalk
yes I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
okay I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
you are special to me	smalltalk.user.likes_agent	Editorial.SmallTalk
you are very special	smalltalk.user.likes_agent	Editorial.SmallTalk
you are so sweet	smalltalk.user.likes_agent	Editorial.SmallTalk
you know I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
that's why I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you baby	smalltalk.user.likes_agent	Editorial.SmallTalk
you are very special to me	smalltalk.user.likes_agent	Editorial.SmallTalk
I just like you	smalltalk.user.likes_agent	Editorial.SmallTalk
hey I like you	smalltalk.user.likes_agent	Editorial.SmallTalk
thank you I like you too	smalltalk.user.likes_agent	Editorial.SmallTalk
I do like you	smalltalk.user.likes_agent	Editorial.SmallTalk
you are special for me	smalltalk.user.likes_agent	Editorial.SmallTalk
no I like you the way you are	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you already	smalltalk.user.likes_agent	Editorial.SmallTalk
well you are special	smalltalk.user.likes_agent	Editorial.SmallTalk
but I really like you	smalltalk.user.likes_agent	Editorial.SmallTalk
I like you more	smalltalk.user.likes_agent	Editorial.SmallTalk
that's what I like about you	smalltalk.user.likes_agent	Editorial.SmallTalk
you are so special	smalltalk.user.likes_agent	Editorial.SmallTalk
