Question,Answer,Source
Vergiss es,smalltalk.confirmation.cancel,Editorial.SmallTalk
vergessen,smalltalk.confirmation.cancel,Editorial.SmallTalk
Tu das nicht,smalltalk.confirmation.cancel,Editorial.SmallTalk
stoppen,smalltalk.confirmation.cancel,Editorial.SmallTalk
Vergiss es einfach,smalltalk.confirmation.cancel,Editorial.SmallTalk
vergess das,smalltalk.confirmation.cancel,Editorial.SmallTalk
verwerfen,smalltalk.confirmation.cancel,Editorial.SmallTalk
Vergiss das,smalltalk.confirmation.cancel,Editorial.SmallTalk
Vergiss es einfach,smalltalk.confirmation.cancel,Editorial.SmallTalk
Vergiss es,smalltalk.confirmation.cancel,Editorial.SmallTalk
Ich sagte abbrechen,smalltalk.confirmation.cancel,Editorial.SmallTalk
einfach abbrechen,smalltalk.confirmation.cancel,Editorial.SmallTalk
nichts stornieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
Hör einfach auf,smalltalk.confirmation.cancel,Editorial.SmallTalk
Nein stornieren stornieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
"Nein, einfach abbrechen",smalltalk.confirmation.cancel,Editorial.SmallTalk
meine Anfrage stornieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
Kannst du das abbrechen?,smalltalk.confirmation.cancel,Editorial.SmallTalk
das alles abbrechen,smalltalk.confirmation.cancel,Editorial.SmallTalk
Stornieren Sie diese Anfrage,smalltalk.confirmation.cancel,Editorial.SmallTalk
"Nein, stornieren Sie dies",smalltalk.confirmation.cancel,Editorial.SmallTalk
"Nein, alles abbrechen",smalltalk.confirmation.cancel,Editorial.SmallTalk
kein Halt,smalltalk.confirmation.cancel,Editorial.SmallTalk
einfach vergessen,smalltalk.confirmation.cancel,Editorial.SmallTalk
ich möchte stornieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
Vergessen Sie es nicht,smalltalk.confirmation.cancel,Editorial.SmallTalk
"Nein, storniere es einfach",smalltalk.confirmation.cancel,Editorial.SmallTalk
"nichts, vergiss es einfach",smalltalk.confirmation.cancel,Editorial.SmallTalk
"Ich sagte, storniere es",smalltalk.confirmation.cancel,Editorial.SmallTalk
das Ganze abbrechen,smalltalk.confirmation.cancel,Editorial.SmallTalk
Kannst du es stornieren?,smalltalk.confirmation.cancel,Editorial.SmallTalk
also abbrechen,smalltalk.confirmation.cancel,Editorial.SmallTalk
"Ich sagte, vergiss es",smalltalk.confirmation.cancel,Editorial.SmallTalk
Storniere das alles,smalltalk.confirmation.cancel,Editorial.SmallTalk
"Vergiss es, egal",smalltalk.confirmation.cancel,Editorial.SmallTalk
Hör auf,smalltalk.confirmation.cancel,Editorial.SmallTalk
Ich möchte es stornieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
Ich möchte stornieren,smalltalk.confirmation.cancel,Editorial.SmallTalk
Jetzt abbrechen,smalltalk.confirmation.cancel,Editorial.SmallTalk
Jetzt kündigen,smalltalk.confirmation.cancel,Editorial.SmallTalk
"Entschuldigung, absagen",smalltalk.confirmation.cancel,Editorial.SmallTalk
storniere das,smalltalk.confirmation.cancel,Editorial.SmallTalk
überspringen überspringen überspringen,smalltalk.confirmation.cancel,Editorial.SmallTalk
"abbrechen, abbrechen, abbrechen",smalltalk.confirmation.cancel,Editorial.SmallTalk
"storniere das, storniere das",smalltalk.confirmation.cancel,Editorial.SmallTalk
nichts tun,smalltalk.confirmation.cancel,Editorial.SmallTalk
"Ich sagte „Abbrechen, Abbrechen“.",smalltalk.confirmation.cancel,Editorial.SmallTalk
Aber kannst du es stornieren?,smalltalk.confirmation.cancel,Editorial.SmallTalk
Wie wäre es mit nein,smalltalk.confirmation.no,Editorial.SmallTalk
Habe keinen Sinn,smalltalk.confirmation.no,Editorial.SmallTalk
NEIN,smalltalk.confirmation.no,Editorial.SmallTalk
nicht,smalltalk.confirmation.no,Editorial.SmallTalk
Das will ich nicht,smalltalk.confirmation.no,Editorial.SmallTalk
ich bin nicht einverstanden,smalltalk.confirmation.no,Editorial.SmallTalk
verschiedener Meinung sein,smalltalk.confirmation.no,Editorial.SmallTalk
Ich will nicht,smalltalk.confirmation.no,Editorial.SmallTalk
nicht interessiert,smalltalk.confirmation.no,Editorial.SmallTalk
Das glaube ich nicht,smalltalk.confirmation.no,Editorial.SmallTalk
auf keinen Fall,smalltalk.confirmation.no,Editorial.SmallTalk
"Nein, ist es nicht",smalltalk.confirmation.no,Editorial.SmallTalk
"Nein, das tue ich nicht",smalltalk.confirmation.no,Editorial.SmallTalk
Ich bin nicht,smalltalk.confirmation.no,Editorial.SmallTalk
n / A,smalltalk.confirmation.no,Editorial.SmallTalk
"Nein, das ist in Ordnung, danke",smalltalk.confirmation.no,Editorial.SmallTalk
niemals,smalltalk.confirmation.no,Editorial.SmallTalk
Ich sagte nein,smalltalk.confirmation.no,Editorial.SmallTalk
natürlich nicht,smalltalk.confirmation.no,Editorial.SmallTalk
Nein,smalltalk.confirmation.no,Editorial.SmallTalk
Nein Danke,smalltalk.confirmation.no,Editorial.SmallTalk
Nein niemals,smalltalk.confirmation.no,Editorial.SmallTalk
keine Notwendigkeit,smalltalk.confirmation.no,Editorial.SmallTalk
Nein danke,smalltalk.confirmation.no,Editorial.SmallTalk
Nein Entschuldigung,smalltalk.confirmation.no,Editorial.SmallTalk
nicht,smalltalk.confirmation.no,Editorial.SmallTalk
nicht heute,smalltalk.confirmation.no,Editorial.SmallTalk
"Nein, ist es nicht",smalltalk.confirmation.no,Editorial.SmallTalk
absolut nicht,smalltalk.confirmation.no,Editorial.SmallTalk
nicht das,smalltalk.confirmation.no,Editorial.SmallTalk
Nein,smalltalk.confirmation.no,Editorial.SmallTalk
Nein,smalltalk.confirmation.no,Editorial.SmallTalk
Ich will nicht,smalltalk.confirmation.no,Editorial.SmallTalk
"Nein, würde ich nicht",smalltalk.confirmation.no,Editorial.SmallTalk
Lass uns nicht,smalltalk.confirmation.no,Editorial.SmallTalk
nicht benötigt,smalltalk.confirmation.no,Editorial.SmallTalk
dieses Mal nicht,smalltalk.confirmation.no,Editorial.SmallTalk
"Nein, tu das nicht",smalltalk.confirmation.no,Editorial.SmallTalk
"Danke, aber nein danke",smalltalk.confirmation.no,Editorial.SmallTalk
Nein das ist falsch,smalltalk.confirmation.no,Editorial.SmallTalk
nicht das,smalltalk.confirmation.no,Editorial.SmallTalk
definitiv nicht,smalltalk.confirmation.no,Editorial.SmallTalk
nicht zu diesem Zeitpunkt,smalltalk.confirmation.no,Editorial.SmallTalk
nicht genau,smalltalk.confirmation.no,Editorial.SmallTalk
"Nein, nicht",smalltalk.confirmation.no,Editorial.SmallTalk
"nicht wirklich, nein",smalltalk.confirmation.no,Editorial.SmallTalk
"Nein danke, im Moment nicht",smalltalk.confirmation.no,Editorial.SmallTalk
nicht wirklich,smalltalk.confirmation.no,Editorial.SmallTalk
"Nein, lass es",smalltalk.confirmation.no,Editorial.SmallTalk
entschuldige Nein,smalltalk.confirmation.no,Editorial.SmallTalk
nein falsch,smalltalk.confirmation.no,Editorial.SmallTalk
Nein Entschuldigung,smalltalk.confirmation.no,Editorial.SmallTalk
Ich sage nein,smalltalk.confirmation.no,Editorial.SmallTalk
nicht wirklich,smalltalk.confirmation.no,Editorial.SmallTalk
"Im Moment nicht, danke",smalltalk.confirmation.no,Editorial.SmallTalk
Ich denke nicht,smalltalk.confirmation.no,Editorial.SmallTalk
definitiv nein,smalltalk.confirmation.no,Editorial.SmallTalk
nicht wirklich,smalltalk.confirmation.no,Editorial.SmallTalk
scheinbar nicht,smalltalk.confirmation.no,Editorial.SmallTalk
"Nein, tu nicht",smalltalk.confirmation.no,Editorial.SmallTalk
Nein einfach nein,smalltalk.confirmation.no,Editorial.SmallTalk
"nein, aber Danke",smalltalk.confirmation.no,Editorial.SmallTalk
nicht nötig Danke,smalltalk.confirmation.no,Editorial.SmallTalk
nein danke aber,smalltalk.confirmation.no,Editorial.SmallTalk
"Nein, vielen Dank",smalltalk.confirmation.no,Editorial.SmallTalk
"Nein danke, im Moment nicht",smalltalk.confirmation.no,Editorial.SmallTalk
nicht vergessen,smalltalk.confirmation.no,Editorial.SmallTalk
Warte kurz,smalltalk.dialog.hold_on,Editorial.SmallTalk
könnten Sie warten,smalltalk.dialog.hold_on,Editorial.SmallTalk
warte bitte,smalltalk.dialog.hold_on,Editorial.SmallTalk
festhalten,smalltalk.dialog.hold_on,Editorial.SmallTalk
Warten,smalltalk.dialog.hold_on,Editorial.SmallTalk
"Oh, Moment mal",smalltalk.dialog.hold_on,Editorial.SmallTalk
Warte mal,smalltalk.dialog.hold_on,Editorial.SmallTalk
beeil dich nicht,smalltalk.dialog.hold_on,Editorial.SmallTalk
willst du eine Umarmung,smalltalk.dialog.hug,Editorial.SmallTalk
umarme Dich,smalltalk.dialog.hug,Editorial.SmallTalk
willst du eine Umarmung,smalltalk.dialog.hug,Editorial.SmallTalk
darf ich dich umarmen,smalltalk.dialog.hug,Editorial.SmallTalk
Könntest du mich umarmen?,smalltalk.dialog.hug,Editorial.SmallTalk
Ich will eine Umarmung,smalltalk.dialog.hug,Editorial.SmallTalk
Umarmung,smalltalk.dialog.hug,Editorial.SmallTalk
umarme mich,smalltalk.dialog.hug,Editorial.SmallTalk
umarmt,smalltalk.dialog.hug,Editorial.SmallTalk
Du hast dich umarmt,smalltalk.dialog.hug,Editorial.SmallTalk
umarmen,smalltalk.dialog.hug,Editorial.SmallTalk
mich umarmen,smalltalk.dialog.hug,Editorial.SmallTalk
umarmte mich,smalltalk.dialog.hug,Editorial.SmallTalk
Willst du eine Umarmung,smalltalk.dialog.hug,Editorial.SmallTalk
eine Umarmung,smalltalk.dialog.hug,Editorial.SmallTalk
Es ist mir egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
Das sollte mich nicht interessieren,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
was auch immer,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
Das ist mir egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
Es ist mir überhaupt egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
nicht fürsorglich,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
ist mir überhaupt egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
ist mir überhaupt egal,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
kümmert mich überhaupt nicht,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
Verzeihung,smalltalk.dialog.sorry,Editorial.SmallTalk
sich entschuldigen,smalltalk.dialog.sorry,Editorial.SmallTalk
Ich entschuldige mich,smalltalk.dialog.sorry,Editorial.SmallTalk
Entschuldigung,smalltalk.dialog.sorry,Editorial.SmallTalk
Es tut mir Leid,smalltalk.dialog.sorry,Editorial.SmallTalk
es tut mir so leid,smalltalk.dialog.sorry,Editorial.SmallTalk
Entschuldigen Sie,smalltalk.dialog.sorry,Editorial.SmallTalk
Entschuldigung,smalltalk.dialog.sorry,Editorial.SmallTalk
Entschuldigung bei mir,smalltalk.dialog.sorry,Editorial.SmallTalk
Entschuldigung,smalltalk.dialog.sorry,Editorial.SmallTalk
Entschuldigung,smalltalk.dialog.sorry,Editorial.SmallTalk
wie bitte,smalltalk.dialog.sorry,Editorial.SmallTalk
Begnadigung,smalltalk.dialog.sorry,Editorial.SmallTalk
Ich sagte Entschuldigung,smalltalk.dialog.sorry,Editorial.SmallTalk
es tut mir echt leid,smalltalk.dialog.sorry,Editorial.SmallTalk
verzeihen Sie mir,smalltalk.dialog.sorry,Editorial.SmallTalk
Das tut mir leid,smalltalk.dialog.sorry,Editorial.SmallTalk
Tut mir leid,smalltalk.dialog.sorry,Editorial.SmallTalk
wirklich leid,smalltalk.dialog.sorry,Editorial.SmallTalk
Entschuldige vielmals,smalltalk.dialog.sorry,Editorial.SmallTalk
"Ok, tut mir Leid",smalltalk.dialog.sorry,Editorial.SmallTalk
Ich möchte mich entschuldigen,smalltalk.dialog.sorry,Editorial.SmallTalk
"Okay, es tut mir leid",smalltalk.dialog.sorry,Editorial.SmallTalk
"Okay, es tut mir Leid",smalltalk.dialog.sorry,Editorial.SmallTalk
was genau meinst du,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
Wie meinst du das,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
meinst Du das,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
was meinst du genau,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
aber was meinst du,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
das war falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
Das habe ich nicht gefragt,smalltalk.dialog.wrong,Editorial.SmallTalk
das ist falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
es ist nicht richtig,smalltalk.dialog.wrong,Editorial.SmallTalk
das ist nicht richtig,smalltalk.dialog.wrong,Editorial.SmallTalk
es ist falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
das ist falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
nicht richtig,smalltalk.dialog.wrong,Editorial.SmallTalk
Sie liegen falsch,smalltalk.dialog.wrong,Editorial.SmallTalk
nicht in Ordnung,smalltalk.dialog.wrong,Editorial.SmallTalk
huh,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Lol,smalltalk.emotions.ha_ha,Editorial.SmallTalk
xd,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Haha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Ahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
"Aha, lol",smalltalk.emotions.ha_ha,Editorial.SmallTalk
laut lachen,smalltalk.emotions.ha_ha,Editorial.SmallTalk
LMAO,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Das ist lustig,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Ah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ah ah ah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ah ah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Ahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Ahahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Ha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ha ha ha ha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Haha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
"Haha, lustig",smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha haha haha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha das ist lustig,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha sehr lustig,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha lustig,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha sehr lustig,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Er,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hehe,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hehehe,smalltalk.emotions.ha_ha,Editorial.SmallTalk
lmao,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Wow,smalltalk.emotions.wow,Editorial.SmallTalk
Wow wow,smalltalk.emotions.wow,Editorial.SmallTalk
Wow wow wow,smalltalk.emotions.wow,Editorial.SmallTalk
wooow,smalltalk.emotions.wow,Editorial.SmallTalk
Woah,smalltalk.emotions.wow,Editorial.SmallTalk
"Okay, bis später",smalltalk.greetings.bye,Editorial.SmallTalk
hoffe dich später zu sehen,smalltalk.greetings.bye,Editorial.SmallTalk
Bis bald,smalltalk.greetings.bye,Editorial.SmallTalk
bis zum nächsten Mal,smalltalk.greetings.bye,Editorial.SmallTalk
ich muss gehen,smalltalk.greetings.bye,Editorial.SmallTalk
Tschüss,smalltalk.greetings.bye,Editorial.SmallTalk
Verabschiedung,smalltalk.greetings.bye,Editorial.SmallTalk
Wir sehen uns,smalltalk.greetings.bye,Editorial.SmallTalk
bis bald,smalltalk.greetings.bye,Editorial.SmallTalk
Tschüss,smalltalk.greetings.bye,Editorial.SmallTalk
Verabschiedung,smalltalk.greetings.bye,Editorial.SmallTalk
Tschüss. Man sieht sich,smalltalk.greetings.bye,Editorial.SmallTalk
"Tschüss, bis bald",smalltalk.greetings.bye,Editorial.SmallTalk
"Tschüss, pass auf dich auf",smalltalk.greetings.bye,Editorial.SmallTalk
Ich sagte Tschüss,smalltalk.greetings.bye,Editorial.SmallTalk
macht nichts tschuess,smalltalk.greetings.bye,Editorial.SmallTalk
jetzt tschüss,smalltalk.greetings.bye,Editorial.SmallTalk
das ist alles auf Wiedersehen,smalltalk.greetings.bye,Editorial.SmallTalk
das war's auf Wiedersehen,smalltalk.greetings.bye,Editorial.SmallTalk
lass mich in ruhe,smalltalk.greetings.bye,Editorial.SmallTalk
Geh ins Bett,smalltalk.greetings.bye,Editorial.SmallTalk
Auf Wiedersehen,smalltalk.greetings.bye,Editorial.SmallTalk
Wir sprechen später,smalltalk.greetings.bye,Editorial.SmallTalk
du kannst jetzt gehen,smalltalk.greetings.bye,Editorial.SmallTalk
Hau ab,smalltalk.greetings.bye,Editorial.SmallTalk
"Tschüss, bis später",smalltalk.greetings.bye,Editorial.SmallTalk
OK tschüss,smalltalk.greetings.bye,Editorial.SmallTalk
Tschüss,smalltalk.greetings.bye,Editorial.SmallTalk
"Danke, tschüss",smalltalk.greetings.bye,Editorial.SmallTalk
"Okay, tschüss",smalltalk.greetings.bye,Editorial.SmallTalk
"Okay, danke, tschüss",smalltalk.greetings.bye,Editorial.SmallTalk
bis morgen,smalltalk.greetings.bye,Editorial.SmallTalk
"Ok, tschüss",smalltalk.greetings.bye,Editorial.SmallTalk
Guten Abend,smalltalk.greetings.goodevening,Editorial.SmallTalk
Guten Abend,smalltalk.greetings.goodevening,Editorial.SmallTalk
Hallo guten Abend,smalltalk.greetings.goodevening,Editorial.SmallTalk
"Hallo, guten Abend",smalltalk.greetings.goodevening,Editorial.SmallTalk
Abend,smalltalk.greetings.goodevening,Editorial.SmallTalk
Guten Abend dort,smalltalk.greetings.goodevening,Editorial.SmallTalk
Guten Morgen,smalltalk.greetings.goodmorning,Editorial.SmallTalk
guten Morgen,smalltalk.greetings.goodmorning,Editorial.SmallTalk
hallo guten Morgen,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Ich wünsche dir einen schönen Morgen,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Ich wünsche dir einen tollen Morgen,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Morgen,smalltalk.greetings.goodmorning,Editorial.SmallTalk
guten Morgen an alle,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Top des Morgens für dich,smalltalk.greetings.goodmorning,Editorial.SmallTalk
einen guten Morgen,smalltalk.greetings.goodmorning,Editorial.SmallTalk
"Hallo, guten Morgen",smalltalk.greetings.goodmorning,Editorial.SmallTalk
und einen guten Morgen dir,smalltalk.greetings.goodmorning,Editorial.SmallTalk
auch einen guten Morgen,smalltalk.greetings.goodmorning,Editorial.SmallTalk
süsse Träume,smalltalk.greetings.goodnight,Editorial.SmallTalk
Gute Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
gute Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
Gute Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
danke gute Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
  Tschüss gute Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
"gute Nacht, tschüss",smalltalk.greetings.goodnight,Editorial.SmallTalk
Tschüss gute Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
gute gute Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
Gute Nacht für jetzt,smalltalk.greetings.goodnight,Editorial.SmallTalk
Gute Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
"danke, gute Nacht",smalltalk.greetings.goodnight,Editorial.SmallTalk
gute Nacht bis morgen,smalltalk.greetings.goodnight,Editorial.SmallTalk
in Ordnung gute Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
gut heute Abend,smalltalk.greetings.goodnight,Editorial.SmallTalk
"Okay, ich wünsche dir eine gute Nacht",smalltalk.greetings.goodnight,Editorial.SmallTalk
gute Nacht,smalltalk.greetings.goodnight,Editorial.SmallTalk
lange nicht gesehen,smalltalk.greetings.hello,Editorial.SmallTalk
Hallo,smalltalk.greetings.hello,Editorial.SmallTalk
Hi,smalltalk.greetings.hello,Editorial.SmallTalk
Hallo,smalltalk.greetings.hello,Editorial.SmallTalk
Hallo,smalltalk.greetings.hello,Editorial.SmallTalk
Hey,smalltalk.greetings.hello,Editorial.SmallTalk
Grüße,smalltalk.greetings.hello,Editorial.SmallTalk
Ich grüße Sie,smalltalk.greetings.hello,Editorial.SmallTalk
Hallo,smalltalk.greetings.hello,Editorial.SmallTalk
Hallo,smalltalk.greetings.hello,Editorial.SmallTalk
"Schöner Tag, nicht wahr?",smalltalk.greetings.hello,Editorial.SmallTalk
Hallo wieder,smalltalk.greetings.hello,Editorial.SmallTalk
Ich sage nur Hallo,smalltalk.greetings.hello,Editorial.SmallTalk
ein guter Tag,smalltalk.greetings.hello,Editorial.SmallTalk
Nachmittag,smalltalk.greetings.hello,Editorial.SmallTalk
Hallo Hi,smalltalk.greetings.hello,Editorial.SmallTalk
heya,smalltalk.greetings.hello,Editorial.SmallTalk
Wie ist dein Morgen bisher?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie geht es dir?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie läuft dein Tag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie geht es dir,smalltalk.greetings.how_are_you,Editorial.SmallTalk
ist alles in Ordnung,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie geht es dir,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie läuft es?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
geht es dir gut,smalltalk.greetings.how_are_you,Editorial.SmallTalk
geht es dir gut?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie fühlen Sie sich,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wie geht es dir,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Ist alles in Ordnung,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wie geht es dir heute,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie geht es dir?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wie fühlen Sie sich,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie geht es dir?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie ist das,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie geht es Ihnen,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie geht es Heute,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie läuft dein Tag?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie ist dein Abend,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie war dein Tag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
hast du einen guten Tag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
"Ich hoffe, dein Tag verläuft gut",smalltalk.greetings.how_are_you,Editorial.SmallTalk
"Ich hoffe, Sie haben einen angenehmen Abend",smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie ist das Leben?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Mir geht es gut und dir,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wie ist dein Leben,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie war dein Tag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie ist dein Morgen,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie war dein Tag?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
und du,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie ist dein Tag?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie läuft dein Tag ab?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wie dein Tag verläuft,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie war dein Tag?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie war dein Tag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie ist dein Tag,smalltalk.greetings.how_are_you,Editorial.SmallTalk
wie geht es dir heute Morgen,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Wie läuft dein Tag?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
"Schön, dich kennenzulernen",smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
"es war schön, Sie kennen zu lernen",smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
"es war sehr schön, Sie zu treffen",smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
"schön, einander zu kennen",smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
schön dich zu treffen,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
"schön, Sie zu treffen",smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
"Freut mich, Sie kennenzulernen",smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
"Ich freue mich, Sie kennenzulernen",smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
"Es freut mich, Sie kennenzulernen",smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
"Ich freue mich auch, Sie kennenzulernen",smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
es ist schön dich zu sehen,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
schön dich zu sehen,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
"Ich freue mich, Sie zu sehen",smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Schön dich zu sehen,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Schön dich zu sehen,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Froh dich zu sehen,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
"Wie schön, dich zu sehen",smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
"Es ist mir immer eine Freude, dich zu sehen",smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
"Schön, dich zu sehen",smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
schön dich zu sehen,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
"Schön, dich wiederzusehen",smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Schön dich auch zu sehen,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
"Ich freue mich, dich wiederzusehen",smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
schön dich wieder zu sehen,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
"Ich bin auch froh, dich zu sehen",smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Schön dich wieder zu sehen,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
"Es ist auch schön, dich zu sehen",smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
"Es war so schön, mit dir zu reden",smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
"Es war mir eine Freude, mit Ihnen zu sprechen",smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
"schön, mit dir zu reden",smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
Es ist nett mir dir zu reden,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
