Question,Answer,Source
"tant pis, oublie ça",smalltalk.confirmation.cancel,Editorial.SmallTalk
"non, annule-le simplement",smalltalk.confirmation.cancel,Editorial.SmallTalk
"rien, oublie-le",smalltalk.confirmation.cancel,Editorial.SmallTalk
j'ai dit d'annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuler tout ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
peux-tu l'annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
alors annule,smalltalk.confirmation.cancel,Editorial.SmallTalk
j'ai dit oublie ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuler tout ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
"oublie ça, tant pis",smalltalk.confirmation.cancel,Editorial.SmallTalk
arrête ça,smalltalk.confirmation.cancel,Editorial.SmallTalk
je veux l'annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
je voudrais annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
maintenant annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuler maintenant,smalltalk.confirmation.cancel,Editorial.SmallTalk
désolé annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuler celui-là,smalltalk.confirmation.cancel,Editorial.SmallTalk
sauter sauter sauter,smalltalk.confirmation.cancel,Editorial.SmallTalk
annule-le annule-le,smalltalk.confirmation.cancel,Editorial.SmallTalk
annuler cela annuler cela,smalltalk.confirmation.cancel,Editorial.SmallTalk
ne fais rien,smalltalk.confirmation.cancel,Editorial.SmallTalk
J'ai dit annuler annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
mais peux-tu l'annuler,smalltalk.confirmation.cancel,Editorial.SmallTalk
et si non,smalltalk.confirmation.no,Editorial.SmallTalk
je n'ai aucun sens,smalltalk.confirmation.no,Editorial.SmallTalk
Non,smalltalk.confirmation.no,Editorial.SmallTalk
ne le faites pas,smalltalk.confirmation.no,Editorial.SmallTalk
je ne veux pas de ça,smalltalk.confirmation.no,Editorial.SmallTalk
je ne suis pas d'accord,smalltalk.confirmation.no,Editorial.SmallTalk
être en désaccord,smalltalk.confirmation.no,Editorial.SmallTalk
je ne veux pas,smalltalk.confirmation.no,Editorial.SmallTalk
pas intéressé,smalltalk.confirmation.no,Editorial.SmallTalk
Je ne pense pas,smalltalk.confirmation.no,Editorial.SmallTalk
certainement pas,smalltalk.confirmation.no,Editorial.SmallTalk
"non, ce n'est pas le cas",smalltalk.confirmation.no,Editorial.SmallTalk
"non, je ne le fais pas",smalltalk.confirmation.no,Editorial.SmallTalk
je ne suis pas,smalltalk.confirmation.no,Editorial.SmallTalk
n / A,smalltalk.confirmation.no,Editorial.SmallTalk
non c'est bien merci,smalltalk.confirmation.no,Editorial.SmallTalk
jamais,smalltalk.confirmation.no,Editorial.SmallTalk
j'ai dit non,smalltalk.confirmation.no,Editorial.SmallTalk
Bien sûr que non,smalltalk.confirmation.no,Editorial.SmallTalk
non,smalltalk.confirmation.no,Editorial.SmallTalk
pas de réservoirs,smalltalk.confirmation.no,Editorial.SmallTalk
non jamais,smalltalk.confirmation.no,Editorial.SmallTalk
pas besoin,smalltalk.confirmation.no,Editorial.SmallTalk
non merci,smalltalk.confirmation.no,Editorial.SmallTalk
non désolé,smalltalk.confirmation.no,Editorial.SmallTalk
ne pas,smalltalk.confirmation.no,Editorial.SmallTalk
pas aujourd'hui,smalltalk.confirmation.no,Editorial.SmallTalk
non ce n'est pas,smalltalk.confirmation.no,Editorial.SmallTalk
absolument pas,smalltalk.confirmation.no,Editorial.SmallTalk
pas ça,smalltalk.confirmation.no,Editorial.SmallTalk
non,smalltalk.confirmation.no,Editorial.SmallTalk
non,smalltalk.confirmation.no,Editorial.SmallTalk
je ne veux pas,smalltalk.confirmation.no,Editorial.SmallTalk
"non, je ne le ferais pas",smalltalk.confirmation.no,Editorial.SmallTalk
il ne faut pas,smalltalk.confirmation.no,Editorial.SmallTalk
pas besoin,smalltalk.confirmation.no,Editorial.SmallTalk
pas cette fois,smalltalk.confirmation.no,Editorial.SmallTalk
"non, ne fais pas ça",smalltalk.confirmation.no,Editorial.SmallTalk
"Merci mais, non merci",smalltalk.confirmation.no,Editorial.SmallTalk
non c'est faux,smalltalk.confirmation.no,Editorial.SmallTalk
pas ça,smalltalk.confirmation.no,Editorial.SmallTalk
définitivement pas,smalltalk.confirmation.no,Editorial.SmallTalk
pas en ce moment,smalltalk.confirmation.no,Editorial.SmallTalk
pas exactement,smalltalk.confirmation.no,Editorial.SmallTalk
"non, non",smalltalk.confirmation.no,Editorial.SmallTalk
"Non, pas vraiment",smalltalk.confirmation.no,Editorial.SmallTalk
non merci pas maintenant,smalltalk.confirmation.no,Editorial.SmallTalk
En fait non,smalltalk.confirmation.no,Editorial.SmallTalk
"non, laisse tomber",smalltalk.confirmation.no,Editorial.SmallTalk
non désolé,smalltalk.confirmation.no,Editorial.SmallTalk
non incorrect,smalltalk.confirmation.no,Editorial.SmallTalk
Non désolé,smalltalk.confirmation.no,Editorial.SmallTalk
Je dis NON,smalltalk.confirmation.no,Editorial.SmallTalk
pas vraiment,smalltalk.confirmation.no,Editorial.SmallTalk
pas maintenant merci,smalltalk.confirmation.no,Editorial.SmallTalk
je pense que non,smalltalk.confirmation.no,Editorial.SmallTalk
absolument pas,smalltalk.confirmation.no,Editorial.SmallTalk
non en fait,smalltalk.confirmation.no,Editorial.SmallTalk
apparemment non,smalltalk.confirmation.no,Editorial.SmallTalk
"non, ne fais pas ça",smalltalk.confirmation.no,Editorial.SmallTalk
"Non, juste non",smalltalk.confirmation.no,Editorial.SmallTalk
non mais merci,smalltalk.confirmation.no,Editorial.SmallTalk
Pas besoin merci,smalltalk.confirmation.no,Editorial.SmallTalk
non merci cependant,smalltalk.confirmation.no,Editorial.SmallTalk
Non merci beaucoup,smalltalk.confirmation.no,Editorial.SmallTalk
non merci pas maintenant,smalltalk.confirmation.no,Editorial.SmallTalk
pas oublier,smalltalk.confirmation.no,Editorial.SmallTalk
Attends une seconde,smalltalk.dialog.hold_on,Editorial.SmallTalk
pourrais-tu attendre,smalltalk.dialog.hold_on,Editorial.SmallTalk
attendez s'il vous plaît,smalltalk.dialog.hold_on,Editorial.SmallTalk
attendez,smalltalk.dialog.hold_on,Editorial.SmallTalk
attendez,smalltalk.dialog.hold_on,Editorial.SmallTalk
"Oh, attendez",smalltalk.dialog.hold_on,Editorial.SmallTalk
Attendez,smalltalk.dialog.hold_on,Editorial.SmallTalk
ne te précipite pas,smalltalk.dialog.hold_on,Editorial.SmallTalk
je veux un câlin,smalltalk.dialog.hug,Editorial.SmallTalk
te câliner,smalltalk.dialog.hug,Editorial.SmallTalk
Veux-tu un câlin,smalltalk.dialog.hug,Editorial.SmallTalk
puis-je te faire un calin,smalltalk.dialog.hug,Editorial.SmallTalk
pourrais-tu me faire un câlin,smalltalk.dialog.hug,Editorial.SmallTalk
je veux un calin,smalltalk.dialog.hug,Editorial.SmallTalk
câlin,smalltalk.dialog.hug,Editorial.SmallTalk
embrasse moi,smalltalk.dialog.hug,Editorial.SmallTalk
étreint,smalltalk.dialog.hug,Editorial.SmallTalk
tu as fait un câlin,smalltalk.dialog.hug,Editorial.SmallTalk
étreindre,smalltalk.dialog.hug,Editorial.SmallTalk
en train de me faire un câlin,smalltalk.dialog.hug,Editorial.SmallTalk
m'a étreint,smalltalk.dialog.hug,Editorial.SmallTalk
Je veux un câlin,smalltalk.dialog.hug,Editorial.SmallTalk
un câlin,smalltalk.dialog.hug,Editorial.SmallTalk
Je m'en fiche,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
Je ne devrais pas m'en soucier,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
peu importe,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
je m'en fiche,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
Je m'en fiche du tout,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
je ne m'en soucie pas,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
je m'en fous du tout,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
je m'en fiche du tout,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
je ne m'en soucie pas du tout,smalltalk.dialog.i_do_not_care,Editorial.SmallTalk
excusez-moi,smalltalk.dialog.sorry,Editorial.SmallTalk
s'excuser,smalltalk.dialog.sorry,Editorial.SmallTalk
je m'excuse,smalltalk.dialog.sorry,Editorial.SmallTalk
Désolé,smalltalk.dialog.sorry,Editorial.SmallTalk
Je suis désolé,smalltalk.dialog.sorry,Editorial.SmallTalk
je suis tellement désolé,smalltalk.dialog.sorry,Editorial.SmallTalk
mes excuses,smalltalk.dialog.sorry,Editorial.SmallTalk
excuses,smalltalk.dialog.sorry,Editorial.SmallTalk
excuses pour moi,smalltalk.dialog.sorry,Editorial.SmallTalk
excuses,smalltalk.dialog.sorry,Editorial.SmallTalk
excuse,smalltalk.dialog.sorry,Editorial.SmallTalk
Je vous demande pardon,smalltalk.dialog.sorry,Editorial.SmallTalk
pardon,smalltalk.dialog.sorry,Editorial.SmallTalk
J'ai dit désolé,smalltalk.dialog.sorry,Editorial.SmallTalk
Je suis vraiment désolé,smalltalk.dialog.sorry,Editorial.SmallTalk
pardonne-moi,smalltalk.dialog.sorry,Editorial.SmallTalk
Désolé pour ça,smalltalk.dialog.sorry,Editorial.SmallTalk
Désolé pour ça,smalltalk.dialog.sorry,Editorial.SmallTalk
Désolé,smalltalk.dialog.sorry,Editorial.SmallTalk
Vraiment désolé,smalltalk.dialog.sorry,Editorial.SmallTalk
D'accord désolé,smalltalk.dialog.sorry,Editorial.SmallTalk
je veux dire désolé,smalltalk.dialog.sorry,Editorial.SmallTalk
"ok, je suis désolé",smalltalk.dialog.sorry,Editorial.SmallTalk
OK je suis désolé,smalltalk.dialog.sorry,Editorial.SmallTalk
Que veux-tu dire exactement,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
que veux-tu dire,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
c'est ce que tu veux dire,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
que voulez-vous dire exactement,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
mais que veux-tu dire,smalltalk.dialog.what_do_you_mean,Editorial.SmallTalk
c'était faux,smalltalk.dialog.wrong,Editorial.SmallTalk
ce n'est pas ce que j'ai demandé,smalltalk.dialog.wrong,Editorial.SmallTalk
c'est faux,smalltalk.dialog.wrong,Editorial.SmallTalk
faux,smalltalk.dialog.wrong,Editorial.SmallTalk
Ce n'est pas correct,smalltalk.dialog.wrong,Editorial.SmallTalk
Ce n'est pas juste,smalltalk.dialog.wrong,Editorial.SmallTalk
c'est faux,smalltalk.dialog.wrong,Editorial.SmallTalk
c'est incorrect,smalltalk.dialog.wrong,Editorial.SmallTalk
Incorrect,smalltalk.dialog.wrong,Editorial.SmallTalk
Pas correcte,smalltalk.dialog.wrong,Editorial.SmallTalk
Vous avez tort,smalltalk.dialog.wrong,Editorial.SmallTalk
Pas vrai,smalltalk.dialog.wrong,Editorial.SmallTalk
hein,smalltalk.emotions.ha_ha,Editorial.SmallTalk
mdr,smalltalk.emotions.ha_ha,Editorial.SmallTalk
xd,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ha ha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ahahah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ahah mdr,smalltalk.emotions.ha_ha,Editorial.SmallTalk
rire aux éclats,smalltalk.emotions.ha_ha,Editorial.SmallTalk
LMAO,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Ca c'est drôle,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ah ah ah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Ah ah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ahahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Ha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
ha ha ha ha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hah,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha drôle,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha haha haha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha c'est drôle,smalltalk.emotions.ha_ha,Editorial.SmallTalk
haha très drôle,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha c'est drôle,smalltalk.emotions.ha_ha,Editorial.SmallTalk
hahaha très drôle,smalltalk.emotions.ha_ha,Editorial.SmallTalk
il,smalltalk.emotions.ha_ha,Editorial.SmallTalk
héhé,smalltalk.emotions.ha_ha,Editorial.SmallTalk
héhéhé,smalltalk.emotions.ha_ha,Editorial.SmallTalk
lmao,smalltalk.emotions.ha_ha,Editorial.SmallTalk
Ouah,smalltalk.emotions.wow,Editorial.SmallTalk
Wow Wow,smalltalk.emotions.wow,Editorial.SmallTalk
Waouh Waouh Waouh,smalltalk.emotions.wow,Editorial.SmallTalk
wooow,smalltalk.emotions.wow,Editorial.SmallTalk
ouah,smalltalk.emotions.wow,Editorial.SmallTalk
d'accord on se voit plus tard,smalltalk.greetings.bye,Editorial.SmallTalk
j'espère te voir plus tard,smalltalk.greetings.bye,Editorial.SmallTalk
au revoir pour l'instant,smalltalk.greetings.bye,Editorial.SmallTalk
jusqu'à la prochaine fois,smalltalk.greetings.bye,Editorial.SmallTalk
je dois y aller,smalltalk.greetings.bye,Editorial.SmallTalk
au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
à bientôt,smalltalk.greetings.bye,Editorial.SmallTalk
à bientôt,smalltalk.greetings.bye,Editorial.SmallTalk
Bye Bye,smalltalk.greetings.bye,Editorial.SmallTalk
au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
"Au revoir, à bientôt",smalltalk.greetings.bye,Editorial.SmallTalk
au revoir à bientôt,smalltalk.greetings.bye,Editorial.SmallTalk
Au revoir prends soin de toi,smalltalk.greetings.bye,Editorial.SmallTalk
J'ai dit au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
peu importe au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
maintenant au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
c'est tout au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
c'est tout au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
laisse-moi tranquille,smalltalk.greetings.bye,Editorial.SmallTalk
aller au lit,smalltalk.greetings.bye,Editorial.SmallTalk
au revoir pour le moment,smalltalk.greetings.bye,Editorial.SmallTalk
on se parle plus tard,smalltalk.greetings.bye,Editorial.SmallTalk
tu peux partir maintenant,smalltalk.greetings.bye,Editorial.SmallTalk
Aller se faire cuire un œuf,smalltalk.greetings.bye,Editorial.SmallTalk
au revoir à tout à l'heure,smalltalk.greetings.bye,Editorial.SmallTalk
d'accord au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
à plus,smalltalk.greetings.bye,Editorial.SmallTalk
merci au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
Okay au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
ok merci au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
à demain,smalltalk.greetings.bye,Editorial.SmallTalk
OK au revoir,smalltalk.greetings.bye,Editorial.SmallTalk
bonne soirée,smalltalk.greetings.goodevening,Editorial.SmallTalk
bonne soirée à vous,smalltalk.greetings.goodevening,Editorial.SmallTalk
"hé, bonsoir",smalltalk.greetings.goodevening,Editorial.SmallTalk
Bonjour bonsoir,smalltalk.greetings.goodevening,Editorial.SmallTalk
soirée,smalltalk.greetings.goodevening,Editorial.SmallTalk
bonsoir là,smalltalk.greetings.goodevening,Editorial.SmallTalk
bonjour,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Bonjour à toi,smalltalk.greetings.goodmorning,Editorial.SmallTalk
bonjour bonjour,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Passe une bonne matinée,smalltalk.greetings.goodmorning,Editorial.SmallTalk
passe une bonne matinée,smalltalk.greetings.goodmorning,Editorial.SmallTalk
matin,smalltalk.greetings.goodmorning,Editorial.SmallTalk
bonjour là,smalltalk.greetings.goodmorning,Editorial.SmallTalk
Le meilleur moment de la matinée pour vous,smalltalk.greetings.goodmorning,Editorial.SmallTalk
un bon matin,smalltalk.greetings.goodmorning,Editorial.SmallTalk
salut bonne matinée,smalltalk.greetings.goodmorning,Editorial.SmallTalk
et bonjour à toi,smalltalk.greetings.goodmorning,Editorial.SmallTalk
bonjour aussi,smalltalk.greetings.goodmorning,Editorial.SmallTalk
fais de beaux rêves,smalltalk.greetings.goodnight,Editorial.SmallTalk
bonne nuit,smalltalk.greetings.goodnight,Editorial.SmallTalk
passe une bonne nuit,smalltalk.greetings.goodnight,Editorial.SmallTalk
bonne nuit à toi,smalltalk.greetings.goodnight,Editorial.SmallTalk
Merci bonne nuit,smalltalk.greetings.goodnight,Editorial.SmallTalk
"  au revoir, bonne nuit",smalltalk.greetings.goodnight,Editorial.SmallTalk
"bonne nuit, au revoir",smalltalk.greetings.goodnight,Editorial.SmallTalk
"au revoir, bonne nuit",smalltalk.greetings.goodnight,Editorial.SmallTalk
bonne bonne nuit,smalltalk.greetings.goodnight,Editorial.SmallTalk
bonne nuit pour l'instant,smalltalk.greetings.goodnight,Editorial.SmallTalk
bonne nuit,smalltalk.greetings.goodnight,Editorial.SmallTalk
nuit,smalltalk.greetings.goodnight,Editorial.SmallTalk
"Merci, bonne nuit",smalltalk.greetings.goodnight,Editorial.SmallTalk
bonne nuit à demain,smalltalk.greetings.goodnight,Editorial.SmallTalk
d'accord bonne nuit,smalltalk.greetings.goodnight,Editorial.SmallTalk
bien ce soir,smalltalk.greetings.goodnight,Editorial.SmallTalk
"ok, passe une bonne nuit",smalltalk.greetings.goodnight,Editorial.SmallTalk
passe une bonne nuit,smalltalk.greetings.goodnight,Editorial.SmallTalk
cela fait longtemps qu'on ne s'est pas vu,smalltalk.greetings.hello,Editorial.SmallTalk
Bonjour,smalltalk.greetings.hello,Editorial.SmallTalk
Salut,smalltalk.greetings.hello,Editorial.SmallTalk
salut,smalltalk.greetings.hello,Editorial.SmallTalk
salut,smalltalk.greetings.hello,Editorial.SmallTalk
Hé,smalltalk.greetings.hello,Editorial.SmallTalk
salutations,smalltalk.greetings.hello,Editorial.SmallTalk
Je vous salue,smalltalk.greetings.hello,Editorial.SmallTalk
Salut,smalltalk.greetings.hello,Editorial.SmallTalk
bonjour,smalltalk.greetings.hello,Editorial.SmallTalk
"belle journée, n'est-ce pas",smalltalk.greetings.hello,Editorial.SmallTalk
bonjour à nouveau,smalltalk.greetings.hello,Editorial.SmallTalk
je vais juste dire bonjour,smalltalk.greetings.hello,Editorial.SmallTalk
une bonne journée,smalltalk.greetings.hello,Editorial.SmallTalk
après-midi,smalltalk.greetings.hello,Editorial.SmallTalk
salut,smalltalk.greetings.hello,Editorial.SmallTalk
salut,smalltalk.greetings.hello,Editorial.SmallTalk
comment se passe ta matinée jusqu'à présent,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Comment est votre santé,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment se passe ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment vas-tu ?,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Est-ce que tout va bien,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment allez-vous,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment vont les choses,smalltalk.greetings.how_are_you,Editorial.SmallTalk
est-ce que tu vas bien,smalltalk.greetings.how_are_you,Editorial.SmallTalk
êtes-vous d'accord,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment te sens-tu,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment allez-vous,smalltalk.greetings.how_are_you,Editorial.SmallTalk
tout va bien,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment allez-vous aujourd'hui,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment vas-tu,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment vous sentez-vous,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment as-tu été,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment c'est,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Comment ça se passe,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment se passe ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment se passe ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment se passe ta soirée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment s'est passée ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Passes tu une bonne journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
j'espère que ta journée se passe bien,smalltalk.greetings.how_are_you,Editorial.SmallTalk
j'espère que tu passes une agréable soirée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Comment va la vie,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Je vais bien et toi,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment est ta vie,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment a été votre journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment se passe ta matinée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment s'est passée ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
et toi,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment se passe ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment se passe ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment se passe ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment s'est passée ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
Qu'en est-il de ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment est ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment allez vous ce matin,smalltalk.greetings.how_are_you,Editorial.SmallTalk
comment se passe ta journée,smalltalk.greetings.how_are_you,Editorial.SmallTalk
ravi de vous rencontrer,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
c'était sympa de te rencontrer,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
c'était vraiment sympa de te rencontrer,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
c'est bon de se connaître,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
ravie de faire ta connaissance,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
ravi de vous rencontrer,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
ravi de te rencontrer également,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
heureux de vous rencontrer,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
c'est un plaisir de vous rencontrer,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
au plaisir de te rencontrer aussi,smalltalk.greetings.nice_to_meet_you,Editorial.SmallTalk
ça me fait plaisir de te voir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Enchanté de vous voir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Je suis heureux de te voir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
content de te voir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
c'est bon de te voir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
content de te voir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
comme c'est bon de te voir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
toujours un plaisir de te voir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Ravi de vous voir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
content de te voir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
génial de te revoir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
content de te voir aussi,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
Je suis heureux de vous revoir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
C'est un plaisir de vous revoir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
content de te voir aussi,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
c'est bon de te revoir,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
c'est bon de te voir aussi,smalltalk.greetings.nice_to_see_you,Editorial.SmallTalk
ça a été si agréable de te parler,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
ça a été un plaisir de parler avec toi,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
ravi de te parler,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
c'est agréable de te parler,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
c'est sympa de te parler,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
c'est agréable de te parler,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
comme c'est agréable de te parler,smalltalk.greetings.nice_to_talk_to_you,Editorial.SmallTalk
a quoi es-ce que tu penses,smalltalk.greetings.whatsup,Editorial.SmallTalk
ce qui s'est passé,smalltalk.greetings.whatsup,Editorial.SmallTalk
qu'est-ce qui se passe,smalltalk.greetings.whatsup,Editorial.SmallTalk
quoi de neuf,smalltalk.greetings.whatsup,Editorial.SmallTalk
whazzup,smalltalk.greetings.whatsup,Editorial.SmallTalk
bien quoi de neuf,smalltalk.greetings.whatsup,Editorial.SmallTalk
J'ai dit quoi de neuf,smalltalk.greetings.whatsup,Editorial.SmallTalk
alors quoi de neuf,smalltalk.greetings.whatsup,Editorial.SmallTalk
Qu'est ce qui secoue,smalltalk.greetings.whatsup,Editorial.SmallTalk
Wassup,smalltalk.greetings.whatsup,Editorial.SmallTalk
que se passe-t-il,smalltalk.greetings.whatsup,Editorial.SmallTalk
ce qui se passe,smalltalk.greetings.whatsup,Editorial.SmallTalk
Qu'est ce qui se fissure,smalltalk.greetings.whatsup,Editorial.SmallTalk
Qu'est ce qui se cuisine,smalltalk.greetings.whatsup,Editorial.SmallTalk
Hé quoi de neuf,smalltalk.greetings.whatsup,Editorial.SmallTalk
Comment ça va aujourd'hui,smalltalk.greetings.whatsup,Editorial.SmallTalk
je suis en colère,smalltalk.user.angry,Editorial.SmallTalk
je suis enragé,smalltalk.user.angry,Editorial.SmallTalk
Je suis en colère,smalltalk.user.angry,Editorial.SmallTalk
Je suis furieux,smalltalk.user.angry,Editorial.SmallTalk
je suis en colère contre toi,smalltalk.user.angry,Editorial.SmallTalk
je suis fou,smalltalk.user.angry,Editorial.SmallTalk
je suis fâché contre toi,smalltalk.user.angry,Editorial.SmallTalk
je suis de retour,smalltalk.user.back,Editorial.SmallTalk
je suis de nouveau là,smalltalk.user.back,Editorial.SmallTalk
me voici à nouveau,smalltalk.user.back,Editorial.SmallTalk
Je suis rentré,smalltalk.user.back,Editorial.SmallTalk
je suis revenu,smalltalk.user.back,Editorial.SmallTalk
Je suis revenu,smalltalk.user.back,Editorial.SmallTalk
c'était ennuyeux,smalltalk.user.bored,Editorial.SmallTalk
je m'ennuie,smalltalk.user.bored,Editorial.SmallTalk
ennuyé,smalltalk.user.bored,Editorial.SmallTalk
ennuyeux,smalltalk.user.bored,Editorial.SmallTalk
je m'ennuie,smalltalk.user.bored,Editorial.SmallTalk
c'est ennuyeux,smalltalk.user.bored,Editorial.SmallTalk
très ennuyeux,smalltalk.user.bored,Editorial.SmallTalk
